ages,accident_damages,Insurance,service_repairs,Name,Price,Mileage,torque,horsepower,fuel_capacity,dimension,wheelbase,front_tire_size,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,mile_per_gallon,engine_text,drive_type_text,transmission_text,color_ext_int,prior_use,keys
6 year(s),Multiple Damage Events,Null,3 Service Record(s) Reported,2017 Jeep Wrangler Unlimited Sahara,"$26,998*",77K miles,260 torque@4800rpm,285 horsepower@6400rpm,22.5 gal,"184.9"" L x 73.7"" W x 72.6"" H","116""",P255/70SR18,"41""","41.3""",31.5 cu ft,"4,397 lbs","2,000/2,000 lbs",16 city/21 hwy,"6-cyl, Gas, 3.6L",Null,Automatic,Black/Black,,2']
3 year(s),,Null,,2020 Honda CR-V LX,"$26,998*",42K miles,179 torque@2000rpm,190 horsepower@5600rpm,14 gal,"182.1"" L x 73"" W x 66.5"" H","104.7""",P235/65HR17,"41.3""","40.1""",39.2 cu ft,"3,455 lbs","1,500/1,500 lbs",27 city/32 hwy,"4-cyl, Turbo Gas, 1.5L",All Wheel Drive,Automatic,Red/Gray,,2']
3 year(s),,Null,,2020 Ford Explorer XLT,"$27,998*",51K miles,310 torque@3500rpm,300 horsepower@5500rpm,19.2 gal,"198.8"" L x 78.9"" W x 69.9"" H","119.1""",P255/65HR18,"43""","40.7""",18.2 cu ft,"4,345 lbs","5,300/5,300 lbs",21 city/28 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Automatic,Silver/Black,,2']
6 year(s),Multiple Damage Events,Null,,2017 Jeep Grand Cherokee Laredo,"$23,998*",65K miles,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"6-cyl, , 3.6L",Null,Automatic,White/Black,,2']
4 year(s),,Null,,2019 Ford Explorer XLT,"$26,998*",53K miles,255 torque@4000rpm,290 horsepower@6500rpm,18.6 gal,"198.3"" L x 78.9"" W x 70"" H","112.8""",P245/60HR18,"42.9""","41.4""",21 cu ft,"4,443 lbs","2,000/2,000 lbs",17 city/24 hwy,"6-cyl, Gas, 3.5L",Front Wheel Drive,Automatic,Blue/Black,,2']
Current Year,No Accidents or Damage Reported,Null,,2023 Nissan Pathfinder S,"$35,998*",5K miles,259 torque@4800rpm,284 horsepower@6400rpm,Null,"197"" L x 77.9"" W x 70.9"" H","114.2""",P255/60HR18,"44.3""","42.3""",16.6 cu ft,"4,469 lbs","3,500/3,500 lbs",21 city/27 hwy,"6-cyl, Gas, 3.5L",Four Wheel Drive,Automatic,Black/Black,,2']
6 year(s),No Accidents or Damage Reported,Null,,2017 Honda Pilot EX-L,"$27,998*",45K miles,262 torque@4700rpm,280 horsepower@6000rpm,19.5 gal,"194.5"" L x 78.6"" W x 69.8"" H","111""",P245/60HR18,"40.9""","39.5""",16.5 cu ft,"4,123 lbs",Null,19 city/27 hwy,"6-cyl, Gas, 3.5L",Front Wheel Drive,Automatic,Green/Tan,,2']
4 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2019 Chevrolet Traverse LS,"$26,998*",59K miles,266 torque@2800rpm,310 horsepower@6800rpm,19.4 gal,"204.3"" L x 78.6"" W x 70.7"" H","120.9""",P255/65R18,"41""","41.3""",23.0 cu ft,Null,Null,18 city/27 hwy,"6-cyl, Gas, 3.6L",Front Wheel Drive,Automatic,White/Black,,2']
5 year(s),No Accidents or Damage Reported,Null,,2018 Jeep Grand Cherokee Altitude,Price unavailable*,60K miles,260 torque@4000rpm,293 horsepower@6400rpm,24.6 gal,"189.8"" L x 76.5"" W x 69.3"" H","114.8""",P265/50SR20,"40.3""","39.9""",36.3 cu ft,"4,513 lbs","3,500/3,500 lbs",19 city/26 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Black/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Mercedes-Benz GLS450,"$59,998*",25K miles,369 torque@1600rpm,362 horsepower@5500rpm,23.8 gal,"205"" L x 77"" W x 71.8"" H","123.4""",P275/55HR19,"40.3""","39.4""",17.4 cu ft,"5,412 lbs",Null,Null,"6-cyl, Turbo Gas, 3.0L",All Wheel Drive,Automatic,White/Brown,,2']
7 year(s),,Null,14 Service Record(s) Reported,2016 Toyota 4Runner SR5 Premium,"$28,998*",85K miles,278 torque@4400rpm,270 horsepower@5600rpm,23 gal,"190.2"" L x 75.8"" W x 71.5"" H","109.8""",P265/70SR17,"41.7""","38.6""",47.2 cu ft,"4,400 lbs","5,000/5,000 lbs",17 city/22 hwy,"6-cyl, Gas, 4.0L",Rear Wheel Drive,Automatic,Silver/Black,,2']
5 year(s),No Accidents or Damage Reported,Null,,2018 Buick Encore Preferred,"$19,998*",45K miles,148 torque@1850rpm,138 horsepower@4900rpm,14.0 gal,"168.41"" L x 69.85"" W x 65.26"" H","100.60""",P215/55R18,"40.82""","39.58""",Null,"3,237 lbs",Null,25 city/33 hwy,"4-cyl, Turbo Gas, 1.4L",Front Wheel Drive,Automatic,Blue/Black,,2']
4 year(s),,Null,,2019 Jeep Grand Cherokee Limited,"$29,998*",29K miles,260 torque@4000rpm,293 horsepower@6400rpm,24.6 gal,"189.8"" L x 76.5"" W x 69.3"" H","114.8""",P265/60TR18,"40.3""","39.9""",36.3 cu ft,"4,746 lbs","3,500/3,500 lbs",18 city/25 hwy,"6-cyl, Gas, 3.6L",Four Wheel Drive,Automatic,Silver/Black,,2']
9 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2014 Ford Escape SE,"$13,998*",128K miles,184 torque@2500rpm,173 horsepower@5700rpm,15.1 gal,"178.1"" L x 72.4"" W x 66.3"" H","105.9""",P235/55HR17,"43.1""","39.9""",34.3 cu ft,"3,502 lbs","2,000/2,000 lbs",23 city/32 hwy,"4-cyl, Turbo Gas, 1.6L",Front Wheel Drive,Automatic,Red/Gray,,2']
