ages,accident_damages,Insurance,service_repairs,Name,Price,Mileage,torque,horsepower,fuel_capacity,dimension,wheelbase,front_tire_size,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,mile_per_gallon,engine_text,drive_type_text,transmission_text,color_ext_int,prior_use,keys
4 year(s),No Accidents or Damage Reported,Null,,2019 Dodge Charger GT,"$26,998*",61K miles,264 torque@4800rpm,300 horsepower@6350rpm,18.5 gal,"198.4"" L x 75"" W x 58.2"" H","120.2""",P245/45ZR20,"41.8""","38.6""",Null,"3,966 lbs",Null,19 city/30 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Red/Black,,2']
6 year(s),,Null,,2017 Dodge Charger R/T Scat Pack,"$38,998*",39K miles,475 torque@4100rpm,485 horsepower@6100rpm,18.5 gal,"200.8"" L x 75"" W x 58.2"" H","120.2""",P245/45ZR20,"41.8""","38.6""",Null,"4,400 lbs",Null,15 city/25 hwy,"8-cyl, Gas, 6.4L",Rear Wheel Drive,Automatic,Black/Black,,2']
8 year(s),No Accidents or Damage Reported,Null,13 Service Record(s) Reported,2015 Ford Taurus SEL,"$14,599*",117K miles,254 torque@4000rpm,288 horsepower@6500rpm,19 gal,"202.9"" L x 76.2"" W x 60.7"" H","112.9""",P235/55HR18,"41.9""","39""",Null,"4,035 lbs",Null,19 city/29 hwy,"6-cyl, Gas, 3.5L",Front Wheel Drive,Automatic,Silver/Black,,2']
7 year(s),No Accidents or Damage Reported,Null,,2016 Audi A3 Premium,"$18,998*",90K miles,200 torque@1600rpm,170 horsepower@4500rpm,13.2 gal,"175"" L x 70.7"" W x 55.8"" H","103.8""",P225/45HR17,"41.2""","39.6""",Null,"3,175 lbs",Null,23 city/33 hwy,"4-cyl, Turbo Gas, 1.8L",Front Wheel Drive,Automatic,White/Gray,,2']
5 year(s),No Accidents or Damage Reported,Null,,2018 Toyota Camry LE,"$22,998*",60K miles,184 torque@5000rpm,203 horsepower@6600rpm,16 gal,"192.1"" L x 72.4"" W x 56.9"" H","111.2""",P215/55VR17,"42.1""","38.3""",Null,"3,296 lbs",Null,28 city/39 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Black/Black,,2']
11 year(s),No Accidents or Damage Reported,Null,,2012 Kia Forte LX,"$12,998*",65K miles,144 torque@4300rpm,156 horsepower@6200rpm,13.7 gal,"178.3"" L x 69.9"" W x 57.5"" H","104.3""",P195/65R15,"43.3""","40.0""",Null,"2,729 lbs",Null,25 city/34 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Manual 6 Speed,White/Gray,,2']
10 year(s),No Accidents or Damage Reported,Null,,2013 Hyundai Elantra Limited,"$14,998*",90K miles,130 torque@4700rpm,145 horsepower@6300rpm,12.800 gal,"178.300"" L x 69.900"" W x 56.500"" H","106.300""",P215/45R17,"43.600""","40.000""",Null,"2,701 lbs",Null,28 city/38 hwy,"4-cyl, Gas, 1.8L",Front Wheel Drive,Automatic,Gray/Gray,,2']
6 year(s),,Null,,2017 Mercedes-Benz C300,"$24,998*",40K miles,273 torque@1300rpm,241 horsepower@5550rpm,17.4 gal,"184.5"" L x 71.3"" W x 56.8"" H","111.8""",P225/50HR17,"41.7""","37.1""",Null,"3,417 lbs",Null,24 city/34 hwy,"4-cyl, Turbo Gas, 2.0L",Rear Wheel Drive,Automatic,Black/Tan,,2']
6 year(s),No Accidents or Damage Reported,Null,,2017 Dodge Charger Daytona,"$35,998*",22K miles,395 torque@4200rpm,370 horsepower@5250rpm,18.5 gal,"198.4"" L x 75"" W x 58.2"" H","120.2""",P245/45ZR20,"41.8""","38.6""",Null,"4,264 lbs",Null,16 city/25 hwy,"8-cyl, Gas, 5.7L",Rear Wheel Drive,Automatic,Yellow/Black,,2']
6 year(s),,Null,,2017 Kia Optima Hybrid Premium,"$16,998*",90K miles,271 torque@1770rpm,192 horsepower@6000rpm,15.9 gal,"191.1"" L x 73.2"" W x 57.5"" H","110.4""",P205/65HR16,"45.5""","39.8""",Null,"3,486 lbs",Null,39 city/46 hwy,"4-cyl, Hybrid, 2.0L",Front Wheel Drive,Automatic,Silver/Black,,2']
7 year(s),No Accidents or Damage Reported,Null,,2016 Chevrolet Malibu LT,"$15,998*",126K miles,184 torque@2500-3000rpm,160 horsepower@5700rpm,13.0 gal,"193.8"" L x 73.0"" W x 57.6"" H","111.4""",P225/55R17,"42.0""","39.1""",Null,"3,126 lbs",Null,27 city/37 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,Gray/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Toyota Corolla LE,"$24,998*",10K miles,126 torque@3900rpm,139 horsepower@6100rpm,13.2 gal,"182.3"" L x 70.1"" W x 56.5"" H","106.3""",P205/55HR16,"42""","38.3""",Null,"2,955 lbs",Null,30 city/38 hwy,"4-cyl, Gas, 1.8L",Front Wheel Drive,Automatic,White/Black,,2']
6 year(s),,Null,2 Service Record(s) Reported,2017 Audi A4 Premium,"$24,998*",32K miles,273 torque@1600rpm,252 horsepower@5000rpm,15.3 gal,"186.1"" L x 72.5"" W x 56.2"" H","111""",P225/50HR17,"41.3""","38.9""",Null,"3,483 lbs",Null,25 city/33 hwy,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,Gray/Black,,2']
7 year(s),No Accidents or Damage Reported,Null,,2016 Audi A6 Premium Plus,"$23,998*",75K miles,325 torque@2900rpm,333 horsepower@5500rpm,19.8 gal,"194.2"" L x 73.8"" W x 57.8"" H","114.6""",P245/45HR18,"41.3""","37.2""",Null,"4,178 lbs",Null,20 city/29 hwy,"6-cyl, Supercharged Gas, 3.0L",All Wheel Drive,Automatic,Black/Black,,2']
7 year(s),,Null,,2016 Kia Optima EX,"$14,599*",124K miles,178 torque@4000rpm,185 horsepower@6000rpm,18.5 gal,"191.1"" L x 73.2"" W x 57.7"" H","110.4""",P215/55VR17,"45.5""","39.8""",Null,"3,362 lbs",Null,24 city/35 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Burgundy/Black,,2']
9 year(s),No Accidents or Damage Reported,Null,,2014 Audi A6 Premium Plus,"$22,998*",41K miles,258 torque@1500rpm,220 horsepower@4450rpm,19.8 gal,"193.9"" L x 73.8"" W x 57.8"" H","114.7""",P245/45HR18,"41.3""","37.2""",Null,"3,957 lbs",Null,20 city/29 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Black/Black,,2']
7 year(s),No Accidents or Damage Reported,Null,,2016 Ford Taurus Limited,"$15,998*",122K miles,254 torque@4000rpm,288 horsepower@6500rpm,19 gal,"202.9"" L x 76.2"" W x 60.7"" H","112.9""",P255/45VR19,"41.9""","39""",Null,"3,917 lbs",Null,18 city/27 hwy,"6-cyl, Gas, 3.5L",Front Wheel Drive,Automatic,Black/Black,,2']
10 year(s),,Null,2 Service Record(s) Reported,2013 Nissan Maxima SV,"$14,998*",98K miles,261 torque@4400rpm,290 horsepower@6400rpm,20.000 gal,"190.600"" L x 73.200"" W x 57.800"" H","109.300""",P245/45VR18,"43.800""","38.800""",Null,"3,568 lbs",Null,19 city/26 hwy,"6-cyl, Gas, 3.5L",Front Wheel Drive,Automatic,Brown/Tan,,2']
Current Year,No Accidents or Damage Reported,Null,,2023 Mitsubishi Mirage G4 Black Edition,"$19,998*",6K miles,74 torque@4000rpm,78 horsepower@6000rpm,9.2 gal,"169.5"" L x 65.7"" W x 59.2"" H","100.4""",P175/55SR15,"41.7""","38.9""",Null,"2,172 lbs",Null,35 city/41 hwy,"3-cyl, Gas, 1.2L",Front Wheel Drive,Automatic,Gray/Black,,2']
1 year(s),,Null,,2022 Toyota Corolla SE,"$25,998*",4K miles,151 torque@4400rpm,169 horsepower@6600rpm,13.2 gal,"182.5"" L x 70.1"" W x 56.5"" H","106.3""",P225/40VR18,"42""","38.3""",Null,"3,110 lbs",Null,31 city/40 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Blue/Black,,2']
6 year(s),,Null,,2017 Honda Civic LX,"$17,998*",118K miles,138 torque@4200rpm,158 horsepower@6500rpm,12.4 gal,"182.3"" L x 70.8"" W x 55.7"" H","106.3""",P215/55HR16,"42.3""","39.3""",Null,"2,761 lbs",Null,31 city/40 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Gray/Gray,,2']
7 year(s),,Null,,2016 Honda Accord EX-L,"$18,998*",109K miles,181 torque@3900rpm,185 horsepower@6400rpm,17.2 gal,"192.5"" L x 72.8"" W x 57.7"" H","109.3""",P215/55VR17,"42.5""","37.6""",Null,"3,360 lbs",Null,27 city/37 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,White/Tan,,2']
4 year(s),,Null,,2019 Chevrolet Sonic LT,"$16,998*",45K miles,148 torque@1850rpm,138 horsepower@4900rpm,12.2 gal,"173.90"" L x 68.30"" W x 59.70"" H","99.40""",P195/65R15,"41.80""","38.70""",Null,"2,880 lbs",Null,26 city/34 hwy,"4-cyl, Turbo Gas, 1.4L",Front Wheel Drive,Automatic,Silver/Black,,2']
9 year(s),,Null,1 Service Record(s) Reported,2014 Mercedes-Benz C300 Sport,"$19,998*",68K miles,251 torque@3500rpm,248 horsepower@6500rpm,17.4 gal,"180.8"" L x 69.7"" W x 56.3"" H","108.7""",P225/45HR17,"41.7""","37.1""",Null,"3,726 lbs",Null,20 city/27 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,White/Tan,,2']
2 year(s),,Null,1 Service Record(s) Reported,2021 Nissan Sentra SV,"$20,998*",49K miles,146 torque@4400rpm,149 horsepower@6400rpm,12.4 gal,"182.7"" L x 71.5"" W x 56.9"" H","106.8""",P205/60HR16,"44""","38.9""",Null,"3,038 lbs",Null,Null,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Gray/Black,,2']
4 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2019 Nissan Sentra SV,"$19,998*",26K miles,125 torque@3600rpm,124 horsepower@6000rpm,13.2 gal,"182.1"" L x 69.3"" W x 58.9"" H","106.3""",P205/55HR16,"42.5""","39.4""",Null,"2,880 lbs",Null,29 city/37 hwy,"4-cyl, Gas, 1.8L",Front Wheel Drive,Automatic,Red/Black,,2']
5 year(s),,Null,5 Service Record(s) Reported,2018 BMW X1 XDrive28i,"$24,998*",60K miles,258 torque@1450rpm,228 horsepower@5000rpm,16.1 gal,"175.4"" L x 71.7"" W x 62.9"" H","105.1""",P225/50VR18,"40.4""","41.9""",27.1 cu ft,"3,697 lbs",Null,22 city/31 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Blue/Black,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 BMW 330 Plug In Hybrid xDrive30e,"$35,998*",34K miles,310,288 horsepower@3800rpm,10.6 gal,"185.7"" L x 71.9"" W x 56.9"" H","112.2""",P225/45HR18,"42""","38.7""",Null,"4,138 lbs",Null,Null,"4-cyl, Plug-in Hybrid, 2.0L",All Wheel Drive,Automatic,Black/Black,,2']
10 year(s),No Accidents or Damage Reported,Null,,2013 Hyundai Sonata GLS,"$15,998*",63K miles,179 torque@4250rpm,190 horsepower@6300rpm,18.5 gal,"189.8"" L x 72.2"" W x 57.9"" H","110.0""",P205/65R16,"45.5""","40.0""",Null,"3,316 lbs",Null,24 city/35 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Red/Tan,,2']
5 year(s),No Accidents or Damage Reported,Null,,2018 Volvo S90 T5 Momentum,"$28,998*",26K miles,258 torque@1500rpm,250 horsepower@5500rpm,14.5 gal,"200.1"" L x 74.4"" W x 57.1"" H","120.5""",P245/45VR18,"42.2""","37.8""",Null,"3,870 lbs",Null,24 city/34 hwy,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,Black/Tan,,2']
6 year(s),,Null,2 Service Record(s) Reported,2017 Mercedes-Benz E300,"$29,998*",36K miles,273 torque@1300rpm,241 horsepower@5500rpm,17.4 gal,"193.8"" L x 73.7"" W x 57.8"" H","115.7""",P225/55HR17,"41.3""","37.9""",Null,"3,891 lbs",Null,22 city/29 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Black/Black,,2']
8 year(s),No Accidents or Damage Reported,Null,,2015 Kia Rio LX,"$14,599*",63K miles,123 torque@4850rpm,138 horsepower@6300rpm,11.4 gal,"171.9"" L x 67.7"" W x 57.3"" H","101.2""",P185/65TR15,"43.8""","40""",Null,"2,480 lbs",Null,27 city/37 hwy,"4-cyl, Gas, 1.6L",Front Wheel Drive,Automatic,Black/Gray,,2']
11 year(s),No Accidents or Damage Reported,Null,,2012 Toyota Corolla S,"$15,998*",103K miles,128 torque@4400rpm,132 horsepower@6000rpm,13.2 gal,"179.3"" L x 69.4"" W x 57.7"" H","102.4""",P205/55R16,"41.7""","38.8""",Null,"2,800 lbs",Null,26 city/34 hwy,"4-cyl, Gas, 1.8L",Front Wheel Drive,Automatic,Black/Black,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 Nissan Kicks S,"$21,998*",29K miles,114 torque@4000rpm,122 horsepower@6300rpm,10.8 gal,"169.1"" L x 69.3"" W x 63.3"" H","103.1""",P205/60HR16,"43.7""","40.4""",25.3 cu ft,"2,682 lbs",Null,31 city/36 hwy,"4-cyl, Gas, 1.6L",Front Wheel Drive,Automatic,White/Black,,2']
7 year(s),No Accidents or Damage Reported,Null,,2016 Chrysler 300 Limited,"$20,998*",44K miles,260 torque@4800rpm,292 horsepower@6350rpm,18.5 gal,"198.6"" L x 75"" W x 58.4"" H","120.2""",P225/60TR18,"41.8""","38.6""",Null,"4,029 lbs",Null,19 city/31 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Gray/Black,,2']
4 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,2019 Audi A4 Premium Plus,"$25,998*",53K miles,273 torque@1600rpm,248 horsepower@5000rpm,15.3 gal,"186.1"" L x 72.5"" W x 56.2"" H","111""",P245/40HR18,"41.3""","38.9""",Null,"3,627 lbs",Null,23 city/34 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Gray/Black,,2']
6 year(s),No Accidents or Damage Reported,Null,,2017 Audi A3 Premium,"$19,998*",83K miles,221 torque@1600rpm,186 horsepower@4400rpm,13.2 gal,"175.5"" L x 70.7"" W x 55.7"" H","103.8""",P225/45HR17,"41.2""","39.6""",Null,"3,197 lbs",Null,26 city/35 hwy,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,White/Gray,,2']
6 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2017 Subaru WRX STI Limited,"$30,998*",54K miles,290 torque@4000rpm,305 horsepower@6000rpm,15.9 gal,"180.9"" L x 70.7"" W x 58.1"" H","104.3""",P245/40WR18,"43.3""","37.2""",Null,"3,455 lbs",Null,17 city/23 hwy,"4-cyl, Turbo Gas, 2.5L",All Wheel Drive,Manual 6 Speed,Blue/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Nissan Altima SR,"$25,998*",23K miles,180 torque@3600rpm,188 horsepower@6000rpm,16.2 gal,"192.9"" L x 72.9"" W x 56.9"" H","111.2""",P235/40VR19,"43.8""","39.2""",Null,"3,287 lbs",Null,27 city/37 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Blue/Black,,2']
6 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,2017 Lincoln MKZ Premier,"$18,998*",99K miles,270 torque@3000rpm,240 horsepower@5500rpm,18 gal,"194.1"" L x 73.4"" W x 58.1"" H","112.2""",P245/45VR18,"44.3""","37.9""",Null,"3,900 lbs",Null,20 city/28 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Gray/Tan,,2']
9 year(s),No Accidents or Damage Reported,Null,9 Service Record(s) Reported,2014 BMW 528 XI,"$21,998*",58K miles,260 torque@1250rpm,240 horsepower@5000rpm,18.5 gal,"193.4"" L x 73.2"" W x 57.6"" H","116.9""",P225/55VR17,"41.4""","40.5""",Null,"4,001 lbs",Null,22 city/33 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,White/Tan,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 Toyota Corolla LE,"$22,998*",37K miles,126 torque@3900rpm,139 horsepower@6100rpm,13.2 gal,"182.3"" L x 70.1"" W x 56.5"" H","106.3""",P205/55HR16,"42""","38.3""",Null,"2,955 lbs",Null,30 city/38 hwy,"4-cyl, Gas, 1.8L",Front Wheel Drive,Automatic,Black/Black,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 Nissan Kicks SR,"$24,998*",15K miles,114 torque@4000rpm,122 horsepower@6300rpm,10.8 gal,"169.1"" L x 69.3"" W x 63.4"" H","103.1""",P205/55VR17,"43.7""","40.4""",25.3 cu ft,"2,744 lbs",Null,31 city/36 hwy,"4-cyl, Gas, 1.6L",Front Wheel Drive,Automatic,White/Black,,2']
5 year(s),No Accidents or Damage Reported,Null,,2018 Tesla Model 3 Long Range,"$31,998*",44K miles,,,Null,"184.8"" L x 72.8"" W x 56.8"" H","113.2""",P235/45WR18,"42.7""","40.3""",Null,"3,838 lbs",Null,Null,Null,Rear Wheel Drive,Automatic,White/Black,,2']
6 year(s),No Accidents or Damage Reported,Null,,2017 Hyundai Accent SE,"$15,998*",45K miles,123 torque@4850rpm,137 horsepower@6300rpm,11.4 gal,"172"" L x 66.9"" W x 57.1"" H","101.2""",P175/70TR14,"41.8""","39.9""",Null,"2,480 lbs",Null,27 city/37 hwy,"4-cyl, Gas, 1.6L",Front Wheel Drive,Manual 6 Speed,Gray/Gray,,2']
9 year(s),No Accidents or Damage Reported,Null,8 Service Record(s) Reported,2014 Audi A8 L,"$29,998*",59K miles,444 torque@1500rpm,420 horsepower@5000rpm,23.8 gal,"207.4"" L x 76.7"" W x 57.9"" H","122.9""",P255/45HR19,"41.4""","37.2""",Null,"4,619 lbs",Null,16 city/26 hwy,"8-cyl, Turbo Gas, 4.0L",All Wheel Drive,Automatic,White/Tan,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 Kia K5 GT-Line,"$26,998*",11K miles,195 torque@1500rpm,180 horsepower@5500rpm,15.8 gal,"193.1"" L x 73.2"" W x 56.9"" H","112.2""",P235/45VR18,"46.1""","40.2""",Null,Null,Null,Null,"4-cyl, Turbo Gas, 1.6L",Front Wheel Drive,Automatic,White/Gray,,2']
9 year(s),No Accidents or Damage Reported,Null,,2014 Mercedes-Benz C250 Sport,"$19,998*",59K miles,229 torque@2000rpm,201 horsepower@5500rpm,17.4 gal,"180.8"" L x 69.7"" W x 56.3"" H","108.7""",P225/45HR17,"41.7""","37.1""",Null,"3,428 lbs",Null,22 city/31 hwy,"4-cyl, Turbo Gas, 1.8L",Rear Wheel Drive,Automatic,Silver/Black,,2']
4 year(s),No Accidents or Damage Reported,Null,,2019 Cadillac CTS Luxury,"$27,998*",52K miles,285 torque@5300rpm,335 horsepower@6800rpm,19.0 gal,"195.5"" L x 72.2"" W x 57.2"" H","114.6""",P245/45R17,"45.7""","40.4""",Null,"3,757 lbs",Null,19 city/29 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Red/Gray,,2']
6 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2017 Ford Focus SE,"$14,998*",89K miles,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,30 city/40 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,White/Black,,2']
6 year(s),,Null,1 Service Record(s) Reported,2017 Toyota Avalon Limited,"$27,998*",32K miles,248 torque@4700rpm,268 horsepower@6200rpm,17.2 gal,"195.3"" L x 72.2"" W x 57.5"" H","111""",P225/45VR18,"42.1""","37.6""",Null,"3,583 lbs",Null,21 city/30 hwy,"6-cyl, Gas, 3.5L",Front Wheel Drive,Automatic,Black/Black,,2']
5 year(s),,Null,,2018 Hyundai Elantra SEL,"$17,998*",51K miles,132 torque@4500rpm,147 horsepower@6200rpm,14 gal,"179.9"" L x 70.9"" W x 56.5"" H","106.3""",P205/55TR16,"42.2""","38.8""",Null,"2,811 lbs",Null,28 city/37 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Gray/Black,,2']
6 year(s),,Null,1 Service Record(s) Reported,2017 Cadillac ATS Luxury,"$22,998*",43K miles,295 torque@3000rpm,272 horsepower@5500rpm,16.0 gal,"182.80"" L x 71.10"" W x 55.90"" H","109.30""",P225/45R17,"42.50""","38.60""",Null,"3,542 lbs",Null,22 city/30 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Red/Gray,,2']
8 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,2015 Nissan Sentra SV,"$15,998*",65K miles,128 torque@3600rpm,130 horsepower@6000rpm,13.2 gal,"182.1"" L x 69.3"" W x 58.9"" H","106.3""",P205/55HR16,"42.5""","39.4""",Null,"2,873 lbs",Null,29 city/39 hwy,"4-cyl, Gas, 1.8L",Front Wheel Drive,Automatic,Gray/Gray,,2']
5 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2018 Audi A4 Premium Plus,"$25,998*",59K miles,273 torque@1600rpm,252 horsepower@5000rpm,15.3 gal,"186.1"" L x 72.5"" W x 56.2"" H","111""",P245/40HR18,"41.3""","38.9""",Null,"3,626 lbs",Null,24 city/34 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Black/Black,,2']
Current Year,No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2023 Kia Stinger GT-Line,"$43,998*",4K miles,311 torque@1650rpm,300 horsepower@5800rpm,15.9 gal,"190.2"" L x 73.6"" W x 55.1"" H","114.4""",P225/45HR18,"42.6""","38.3""",Null,"3,792 lbs",Null,Null,"4-cyl, Turbo Gas, 2.5L",All Wheel Drive,Automatic,Gray/Red,,2']
2 year(s),No Accidents or Damage Reported,Null,,2021 Toyota Camry SE,"$25,998*",52K miles,184 torque@5000rpm,203 horsepower@6600rpm,15.8 gal,"192.7"" L x 72.4"" W x 56.9"" H","111.2""",P235/45VR18,"42.1""","38.3""",Null,"3,340 lbs",Null,28 city/39 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Black/Black,,2']
7 year(s),No Accidents or Damage Reported,Null,,2016 Audi A6 Premium Plus,"$20,998*",63K miles,273 torque@1600rpm,252 horsepower@5000rpm,19.8 gal,"194.2"" L x 73.8"" W x 57.8"" H","114.6""",P245/45HR18,"41.3""","37.2""",Null,"3,803 lbs",Null,24 city/34 hwy,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,Gray/Black,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 Nissan Versa SV,"$19,998*",32K miles,114 torque@4400rpm,122 horsepower@6000rpm,10.8 gal,"177"" L x 68.5"" W x 57.3"" H","103.1""",P205/55HR16,"44.5""","39.5""",Null,"2,657 lbs",Null,Null,"4-cyl, Gas, 1.6L",Front Wheel Drive,Automatic,Red/Black,,2']
8 year(s),No Accidents or Damage Reported,Null,,2015 Kia K900 Luxury,"$22,998*",57K miles,376 torque@5000rpm,420 horsepower@6400rpm,19.8 gal,"200.6"" L x 74.8"" W x 58.5"" H","119.9""",P245/45VR19,"45.9""","40.2""",Null,"4,555 lbs",Null,15 city/23 hwy,"8-cyl, Gas, 5.0L",Rear Wheel Drive,Automatic,White/Gray,,2']
6 year(s),No Accidents or Damage Reported,Null,,2017 Lexus GS 350 F-Sport,"$32,998*",58K miles,280 torque@4800rpm,311 horsepower@6400rpm,17.4 gal,"192.1"" L x 72.4"" W x 57.9"" H","112.2""",P235/40VR19,"42.3""","38""",Null,"3,891 lbs",Null,19 city/27 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,Silver/Black,,2']
5 year(s),No Accidents or Damage Reported,Null,,2018 Nissan Altima SV,"$16,998*",116K miles,177 torque@4000rpm,179 horsepower@6000rpm,18 gal,"191.9"" L x 72"" W x 57.8"" H","109.3""",P215/55VR17,"45""","40""",Null,"3,233 lbs",Null,27 city/38 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,White/Tan,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 Toyota Camry SE,"$26,998*",33K miles,184 torque@5000rpm,203 horsepower@6600rpm,15.8 gal,"192.7"" L x 72.4"" W x 56.9"" H","111.2""",P235/45VR18,"42.1""","38.3""",Null,"3,340 lbs",Null,28 city/39 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Gray/Gray,,2']
9 year(s),,Null,,2014 Ford Fiesta SE,"$12,599*",92K miles,125 torque@2500rpm,123 horsepower@6000rpm,12.4 gal,"173.6"" L x 67.8"" W x 58"" H","98""",P185/60HR15,"42.2""","39.1""",Null,"2,578 lbs",Null,31 city/43 hwy,"3-cyl, Turbo Gas, 1.0L",Front Wheel Drive,Manual 5 Speed,Silver/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Acura ILX Technology,"$22,998*",67K miles,180 torque@3600rpm,201 horsepower@6800rpm,13.2 gal,"182.2"" L x 70.6"" W x 55.6"" H","105.1""",P215/45VR17,"42.3""","38""",Null,"3,124 lbs",Null,24 city/34 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,White/Brown,,2']
7 year(s),No Accidents or Damage Reported,Null,,2016 Infiniti Q50 Premium,"$19,998*",82K miles,258 torque@1500rpm,208 horsepower@5500rpm,20 gal,"188.3"" L x 71.8"" W x 57.2"" H","112.2""",P225/55VR17,"44.5""","39.5""",Null,"3,787 lbs",Null,22 city/28 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Brown/Tan,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Nissan Versa SV,"$17,998*",57K miles,114 torque@4000rpm,122 horsepower@6000rpm,10.8 gal,"177"" L x 68.5"" W x 57.3"" H","103.1""",P205/55HR16,"44.5""","39.5""",Null,"2,657 lbs",Null,32 city/40 hwy,"4-cyl, Gas, 1.6L",Front Wheel Drive,Automatic,Gray/Black,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 Kia K5 LXS,"$22,998*",39K miles,195 torque@1500rpm,180 horsepower@5500rpm,15.8 gal,"193.1"" L x 73.2"" W x 56.9"" H","112.2""",P205/65HR16,"46.1""","40.2""",Null,Null,Null,Null,"4-cyl, Turbo Gas, 1.6L",Front Wheel Drive,Automatic,Silver/Black,,2']
4 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,2019 Ford Fusion SE,"$18,998*",70K miles,185 torque@4320rpm,181 horsepower@6000rpm,16.5 gal,"191.7"" L x 75.2"" W x 58.1"" H","112.2""",P235/50VR17,"44.3""","39.2""",Null,"3,470 lbs",Null,23 city/34 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,White/Black,,2']
5 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,2018 Dodge Charger SXT,"$23,998*",68K miles,260 torque@4800rpm,292 horsepower@6350rpm,18.5 gal,"198.4"" L x 75"" W x 58.2"" H","120.2""",P215/65TR17,"41.8""","38.6""",Null,"3,934 lbs",Null,19 city/30 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Gray/Black,,2']
