Unnamed: 0,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque
181,2021 Ford Mustang Ecoboost,"$25,998*",30K miles,2 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Rear Wheel Drive,Manual 6 Speed,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",29 hwy,,4-cyl, Turbo Gas, 2.3L,White,Black,1166.6666666666667
182,2019 Audi A5 Premium Plus,"$37,998*",18K miles,4 year(s),No Accidents or Damage Reported,Null,,15.3 gal,"108.9""","41.3""","40""",Null,"3,990 lbs",Null,All Wheel Drive,Automatic,273,1600,"184"" L "," 72.7"" W "," 54.4"" H",23 city,34 hwy,4-cyl, Turbo Gas, 2.0L,Blue,Gray,1706.25
183,2018 Ford Mustang Ecoboost,"$23,998*",37K miles,5 year(s),No Accidents or Damage Reported,Null,10 Service Record(s) Reported,15.5 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Rear Wheel Drive,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,31 hwy,4-cyl, Turbo Gas, 2.3L,Black,Black,1166.6666666666667
184,2022 Ford Mustang Ecoboost Premium,"$26,998*",35K miles,1 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,642 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.9"" H",27 hwy,,4-cyl, Turbo Gas, 2.3L,Red,Black,1166.6666666666667
185,2019 Dodge Challenger R/T Scat Pack Widebody,"$47,998*",16K miles,4 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,232 lbs",Null,Null,Automatic,475,4100,"197.9"" L "," 79.2"" W "," 57.5"" H",14 city,23 hwy,8-cyl, Gas, 6.4L,White,Black,1158.5365853658536
186,2020 Chevrolet Camaro 2SS,"$40,998*",15K miles,3 year(s),No Accidents or Damage Reported,Null,,19.0 gal,"110.7""","43.9""","38.4""",Null,"3,937 lbs",Null,Null,Automatic,455,4400,"188.3"" L "," 74.7"" W "," 52.9"" H",16 city,24 hwy,8-cyl, Gas, 6.2L,Blue,Black,1034.090909090909
187,2018 BMW 230 I,"$27,998*",51K miles,5 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,13.7 gal,"105.9""","41.5""","40.5""",Null,"3,680 lbs",Null,Rear Wheel Drive,Automatic,258,1450,"174.7"" L "," 69.8"" W "," 55.6"" H",24 city,34 hwy,4-cyl, Turbo Gas, 2.0L,White,Brown,1779.3103448275863
189,2020 Ford Mustang Ecoboost Premium,"$27,998*",32K miles,3 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,30 hwy,4-cyl, Turbo Gas, 2.3L,White,Black,1166.6666666666667
190,2017 Ford Mustang,"$23,998*",44K miles,6 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,526 lbs",Null,Rear Wheel Drive,Automatic,280,4000,"188.3"" L "," 75.4"" W "," 54.4"" H",18 city,27 hwy,6-cyl, Gas, 3.7L,Red,Black,700.0000000000001
191,2020 Dodge Challenger R/T,"$35,998*",7K miles,3 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,182 lbs",Null,Null,Automatic,410,4300,"197.9"" L "," 75.7"" W "," 57.5"" H",15 city,23 hwy,8-cyl, Gas, 5.7L,Gray,Black,953.4883720930233
192,2015 BMW 428 XI,"$27,998*",47K miles,8 year(s),,Null,,15.8 gal,"110.6""","42.2""","40.4""",Null,"4,160 lbs",Null,All Wheel Drive,Automatic,255,1250,"182.6"" L "," 71.9"" W "," 54.5"" H",21 city,33 hwy,4-cyl, Turbo Gas, 2.0L,White,Brown,2039.9999999999998
193,2021 Ford Mustang Ecoboost Premium,"$32,998*",9K miles,2 year(s),,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,642 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.9"" H",27 hwy,,4-cyl, Turbo Gas, 2.3L,Black,Black,1166.6666666666667
195,2021 Ford Mustang GT Premium,"$42,998*",4K miles,2 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,705 lbs",Null,Null,Automatic,420,4600,"188.3"" L "," 75.4"" W "," 54.4"" H",Null,Null,8-cyl, Gas, 5.0L,Silver,Black,913.0434782608696
196,2018 Audi A5 Premium Plus,"$34,998*",32K miles,5 year(s),No Accidents or Damage Reported,Null,,15.3 gal,"108.9""","41.3""","40""",Null,"3,990 lbs",Null,All Wheel Drive,Automatic,273,1600,"184"" L "," 72.7"" W "," 54.4"" H",24 city,34 hwy,4-cyl, Turbo Gas, 2.0L,Gray,Gray,1706.25
197,2014 Mercedes-Benz E350,"$24,998*",56K miles,9 year(s),,Null,1 Service Record(s) Reported,17.4 gal,"108.7""","42""","38.3""",Null,"3,883 lbs",Null,Rear Wheel Drive,Automatic,273,3500,"185"" L "," 70.3"" W "," 55"" H",19 city,28 hwy,6-cyl, Gas, 3.5L,Blue,Brown,780.0
198,2013 Mini Cooper,"$15,998*",42K miles,10 year(s),,Null,6 Service Record(s) Reported,10.566 gal,"97.125""","41.700""","38.385""",Null,"2,403 lbs",Null,Front Wheel Drive,Manual 6 Speed,118,4250,"146.771"" L "," 66.259"" W "," 54.251"" H",29 city,37 hwy,4-cyl, Gas, 1.6L,Blue,Black,277.6470588235294
199,2021 Dodge Challenger R/T Scat Pack Widebody,"$56,998*",5K miles,2 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,308 lbs",Null,Rear Wheel Drive,Manual 6 Speed,475,4100,"197.9"" L "," 79.2"" W "," 57.7"" H",14 city,23 hwy,8-cyl, Gas, 6.4L,Burgundy,Black,1158.5365853658536
