Unnamed: 0,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque
175,2013 Mini Cooper,"$15,998*",42K miles,10 year(s),,Null,6 Service Record(s) Reported,10.566 gal,"97.125""","41.700""","38.385""",Null,"2,403 lbs",Null,Front Wheel Drive,Manual 6 Speed,118,4250,"146.771"" L "," 66.259"" W "," 54.251"" H",29 city,37 hwy,4-cyl, Gas, 1.6L,Blue,Black,277.6470588235294
176,2018 Ford Mustang Ecoboost,"$23,998*",37K miles,5 year(s),No Accidents or Damage Reported,Null,10 Service Record(s) Reported,15.5 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Rear Wheel Drive,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,31 hwy,4-cyl, Turbo Gas, 2.3L,Black,Black,1166.6666666666667
177,2020 BMW M4,"$60,998*",29K miles,3 year(s),No Accidents or Damage Reported,Null,,15.8 gal,"110.7""","42.2""","40.4""",Null,"4,110 lbs",Null,Null,Automatic,406,1850,"184.5"" L "," 73.6"" W "," 54.6"" H",17 city,25 hwy,6-cyl, Turbo Gas, 3.0L,Gray,Red,2194.5945945945946
178,2016 BMW M4,"$44,998*",43K miles,7 year(s),No Accidents or Damage Reported,Null,9 Service Record(s) Reported,15.9 gal,"110.7""","42.2""","39.8""",Null,"3,530 lbs",Null,Rear Wheel Drive,Automatic,406,1850,"184.5"" L "," 73.6"" W "," 54.4"" H",17 city,26 hwy,6-cyl, Turbo Gas, 3.0L,White,Black,2194.5945945945946
179,2021 Mazda MX-5 Miata RF Club,"$31,998*",13K miles,2 year(s),No Accidents or Damage Reported,Null,,11.9 gal,"90.9""","43.1""","36.8""",Null,"2,496 lbs",Null,Rear Wheel Drive,Automatic,151,4000,"154.1"" L "," 68.3"" W "," 49"" H",26 city,35 hwy,4-cyl, Gas, 2.0L,Red,Black,377.5
180,2017 BMW M240 XI,"$35,998*",25K miles,6 year(s),No Accidents or Damage Reported,Null,9 Service Record(s) Reported,13.7 gal,"105.9""","41.5""","40.5""",Null,"3,944 lbs",Null,All Wheel Drive,Automatic,369,1520,"175.9"" L "," 69.8"" W "," 55.2"" H",21 city,31 hwy,6-cyl, Turbo Gas, 3.0L,White,Black,2427.6315789473683
182,2020 Ford Mustang Ecoboost Premium,"$27,998*",32K miles,3 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,30 hwy,4-cyl, Turbo Gas, 2.3L,White,Black,1166.6666666666667
184,2020 Ford Mustang Ecoboost Premium,"$24,998*",60K miles,3 year(s),,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,30 hwy,4-cyl, Turbo Gas, 2.3L,Gray,Black,1166.6666666666667
185,2020 Ford Mustang Ecoboost Premium,"$27,998*",40K miles,3 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,642 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.9"" H",20 city,28 hwy,4-cyl, Turbo Gas, 2.3L,Red,Red,1166.6666666666667
186,2019 Dodge Challenger R/T,"$33,998*",24K miles,4 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,190 lbs",Null,Null,Automatic,410,4300,"197.9"" L "," 75.7"" W "," 57.5"" H",15 city,23 hwy,8-cyl, Gas, 5.7L,Blue,Black,953.4883720930233
188,2015 Acura TLX,"$17,998*",103K miles,8 year(s),No Accidents or Damage Reported,Null,,17.2 gal,"109.3""","42.6""","37.2""",Null,"3,492 lbs",Null,Front Wheel Drive,Automatic,182,4500,"190.3"" L "," 73"" W "," 57"" H",24 city,35 hwy,4-cyl, Gas, 2.4L,Black,Black,404.4444444444444
189,2015 Dodge Dart SXT,"$13,998*",108K miles,8 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,14.2 gal,"106.4""","42.2""","38.6""",Null,"3,165 lbs",Null,Front Wheel Drive,Automatic,174,4800,"183.9"" L "," 72"" W "," 57.7"" H",22 city,35 hwy,4-cyl, Gas, 2.4L,Black,Black,362.5
190,2017 BMW M2,"$43,998*",41K miles,6 year(s),No Accidents or Damage Reported,Null,9 Service Record(s) Reported,13.7 gal,"106""","41.5""","40.1""",Null,"3,450 lbs",Null,Rear Wheel Drive,Manual 6 Speed,343,1400,"176.2"" L "," 73"" W "," 55.5"" H",18 city,26 hwy,6-cyl, Turbo Gas, 3.0L,White,Black,2450.0
191,2020 Ford Mustang GT Premium,"$30,998*",59K miles,3 year(s),,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,825 lbs",Null,Null,Automatic,420,4600,"188.3"" L "," 75.4"" W "," 54.9"" H",15 city,24 hwy,8-cyl, Gas, 5.0L,Black,Black,913.0434782608696
192,2018 Dodge Challenger SXT Plus,"$24,998*",50K miles,5 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,18.5 gal,"116.2""","42""","39.3""",Null,"3,894 lbs",Null,Rear Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.5"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,Orange,Black,558.3333333333334
193,2012 Ford Mustang,"$17,998*",78K miles,11 year(s),No Accidents or Damage Reported,Null,,16.0 gal,"107.1""","42.4""","38.5""",Null,"3,453 lbs",Null,Rear Wheel Drive,Automatic,280,4250,"188.1"" L "," 73.9"" W "," 55.6"" H",19 city,29 hwy,6-cyl, Gas, 3.7L,White,Black,658.8235294117648
195,2016 Jaguar F-Type R,"$47,998*",49K miles,7 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"103.2""","43""","37""",Null,"3,814 lbs",Null,All Wheel Drive,Automatic,502,3500,"176"" L "," 75.7"" W "," 51.6"" H",15 city,23 hwy,8-cyl, Supercharged Gas, 5.0L,Gray,Black,1434.2857142857142
196,2019 Chevrolet Camaro LT,"$29,998*",14K miles,4 year(s),,Null,1 Service Record(s) Reported,19.0 gal,"110.7""","43.9""","38.5""",Null,"3,354 lbs",Null,Rear Wheel Drive,Manual 6 Speed,284,5300,"188.3"" L "," 74.7"" W "," 53.1"" H",20 city,30 hwy,6-cyl, Gas, 3.6L,Gray,Black,535.8490566037736
197,2019 Dodge Challenger R/T,"$31,998*",33K miles,4 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,190 lbs",Null,Null,Automatic,410,4300,"197.9"" L "," 75.7"" W "," 57.5"" H",15 city,23 hwy,8-cyl, Gas, 5.7L,Black,Black,953.4883720930233
199,2017 Dodge Challenger SXT,"$23,998*",73K miles,6 year(s),,Null,1 Service Record(s) Reported,18.5 gal,"116.2""","42""","39.3""",Null,"3,894 lbs",Null,Rear Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.5"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,Black,Black,558.3333333333334
