Unnamed: 0,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque
183,2019 Mazda CX-9 Grand Touring,"$31,998*",30K miles,4 year(s),,Null,,19.5 gal,"115.3""","41""","""",14.4 cu ft,"4,383 lbs","3,500/3,500 lbs",All Wheel Drive,Automatic,310,2000,"199.4"" L "," 77.5"" W "," 67.6"" H",20 city,26 hwy,4-cyl, Turbo Gas, 2.5L,Black,Black,1550.0
184,2019 Ford Edge ST,"$29,998*",46K miles,4 year(s),,Null,4 Service Record(s) Reported,18.5 gal,"112.2""","42.6""","40.2""",39.2 cu ft,"4,477 lbs","3,500/3,500 lbs",All Wheel Drive,Automatic,380,3250,"188.8"" L "," 75.9"" W "," 68.3"" H",19 city,26 hwy,6-cyl, Turbo Gas, 2.7L,White,Black,1169.2307692307693
185,2020 BMW X5 xDrive40i,"$37,998*",47K miles,3 year(s),No Accidents or Damage Reported,Null,,21.9 gal,"117.1""","39.8""","40.8""",33.9 cu ft,"4,991 lbs","6,603/6,603 lbs",All Wheel Drive,Automatic,330,1500,"194.3"" L "," 78.9"" W "," 68.7"" H",20 city,26 hwy,6-cyl, Turbo Gas, 3.0L,Blue,Black,2200.0
186,2019 Mitsubishi Outlander Plug in Hybrid SEL,"$25,998*",32K miles,4 year(s),,Null,,11.3 gal,"105.1""","40.9""","40.6""",30.4 cu ft,"4,178 lbs","1,500/1,500 lbs",Four Wheel Drive,Automatic,137,4500,"184.8"" L "," 70.9"" W "," 67.3"" H",Null,Null,4-cyl, Plug-in Hybrid, 2.0L,Silver,Black,304.44444444444446
187,2018 Toyota Highlander XLE,"$32,998*",45K miles,5 year(s),No Accidents or Damage Reported,Null,,19.2 gal,"109.8""","44.2""","39.5""",13.8 cu ft,"4,590 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,263,4700,"192.5"" L "," 75.8"" W "," 68.1"" H",20 city,26 hwy,6-cyl, Gas, 3.5L,Gray,Gray,559.5744680851064
188,2019 Subaru Crosstrek Premium,"$23,998*",55K miles,4 year(s),No Accidents or Damage Reported,Null,,16.6 gal,"104.9""","43.1""","39.8""",20.8 cu ft,"3,186 lbs","1,500/1,500 lbs",All Wheel Drive,Automatic,145,4000,"175.8"" L "," 71"" W "," 63.6"" H",27 city,33 hwy,4-cyl, Gas, 2.0L,Silver,Black,362.5
189,2014 Buick Encore Premium,"$18,998*",58K miles,9 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,14.0 gal,"100.60""","40.80""","39.60""",Null,"3,309 lbs",Null,All Wheel Drive,Automatic,148,1850,"168.40"" L "," 69.90"" W "," 65.20"" H",23 city,30 hwy,4-cyl, Turbo Gas, 1.4L,Pearl,Gray,800.0
190,2019 Nissan Rogue Sport S,"$21,998*",50K miles,4 year(s),No Accidents or Damage Reported,Null,,14.5 gal,"104.2""","42.8""","39.6""",22.9 cu ft,"3,377 lbs",Null,All Wheel Drive,Automatic,147,4400,"172.4"" L "," 72.3"" W "," 63.3"" H",24 city,30 hwy,4-cyl, Gas, 2.0L,Silver,Black,334.09090909090907
191,2018 Porsche Macan,"$34,998*",56K miles,5 year(s),No Accidents or Damage Reported,Null,,19.8 gal,"110.5""","""","""",17.7 cu ft,"3,902 lbs","4,409/4,409 lbs",All Wheel Drive,Automatic,273,1600,"184.3"" L "," 76.1"" W "," 63.9"" H",20 city,25 hwy,4-cyl, Turbo Gas, 2.0L,Black,Tan,1706.25
195,2018 Honda CR-V EX,"$22,998*",94K miles,5 year(s),,Null,1 Service Record(s) Reported,14 gal,"104.7""","41.3""","38""",39.2 cu ft,"3,473 lbs",Null,All Wheel Drive,Automatic,179,2000,"180.6"" L "," 73"" W "," 66.5"" H",27 city,33 hwy,4-cyl, Turbo Gas, 1.5L,Silver,Black,895.0
196,2019 Toyota C-HR XLE,"$25,998*",22K miles,4 year(s),No Accidents or Damage Reported,Null,,13.2 gal,"103.9""","43.5""","38.1""",19 cu ft,"3,300 lbs",Null,Front Wheel Drive,Automatic,139,3900,"171.2"" L "," 70.7"" W "," 61.6"" H",27 city,31 hwy,4-cyl, Gas, 2.0L,Red,Black,356.4102564102564
197,2020 Toyota Highlander XLE,"$37,998*",31K miles,3 year(s),No Accidents or Damage Reported,Null,,17.9 gal,"112.2""","40.4""","38.4""",16 cu ft,"4,370 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,263,4700,"194.9"" L "," 76"" W "," 68.1"" H",20 city,27 hwy,6-cyl, Gas, 3.5L,Blue,Gray,559.5744680851064
198,2016 Toyota RAV4 SE,"$20,998*",104K miles,7 year(s),No Accidents or Damage Reported,Null,,15.9 gal,"104.7""","42.6""","38.9""",38.4 cu ft,"3,630 lbs","1,500/1,500 lbs",All Wheel Drive,Automatic,172,4100,"181.1"" L "," 72.6"" W "," 65.5"" H",22 city,29 hwy,4-cyl, Gas, 2.5L,Black,Black,419.51219512195127
199,2016 GMC Terrain Denali,"$19,998*",95K miles,7 year(s),No Accidents or Damage Reported,Null,,18.8 gal,"112.50""","41.20""","39.80""",Null,"4,068 lbs",Null,All Wheel Drive,Automatic,172,4900,"185.50"" L "," 72.80"" W "," 66.30"" H",20 city,29 hwy,4-cyl, Gas, 2.4L,Red,Gray,351.0204081632653
