,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque,type
335,2019 Jeep Compass Sport,20998,40,4,No Accidents or Damage Reported,0,2,13.5,103.8,41.8,39.2,27.2,3184,"1,000/1,000 lbs",Front Wheel Drive,Automatic,175,3900,173.0,73.8,64.6,23,32,4, Gas,2.4,Blue,Black,448.7,suv
336,2020 Jeep Renegade Altitude,23998,13,3,No Accidents or Damage Reported,0,0,12.7,101.2,41.2,41.1,18.5,3056,Null,Front Wheel Drive,Automatic,175,3900,166.6,74.2,66.5,22,30,4, Gas,2.4,Black,Black,448.7,suv
337,2012 Jeep Grand Cherokee Overland,18998,103,11,No Accidents or Damage Reported,0,1,24.6,114.8,40.3,39.9,0.0,4910,Null,Four Wheel Drive,Automatic,260,4800,189.8,76.3,69.4,16,23,6, Gas,3.6,Black,Black,541.7,suv
338,2020 Jeep Cherokee Latitude,22998,49,3,No Accidents or Damage Reported,0,0,15.8,106.5,41.1,39.4,25.8,3590,"2,000/2,000 lbs",Front Wheel Drive,Automatic,171,4600,182.0,73.2,65.7,22,31,4, Gas,2.4,White,Black,371.7,suv
339,2018 BMW X1 XDrive28i,24998,60,5,No Accidents or Damage Reported,0,5,16.1,105.1,40.4,41.9,27.1,3697,Null,All Wheel Drive,Automatic,258,1450,175.4,71.7,62.9,22,31,4, Turbo Gas,2.0,Blue,Black,1779.3,suv
340,2017 Jeep Grand Cherokee Limited,23998,83,6,No Accidents or Damage Reported,0,7,24.6,114.8,40.3,39.9,36.3,4875,"3,500/3,500 lbs",Four Wheel Drive,Automatic,260,4000,189.8,76.5,69.3,18,25,6, Gas,3.6,Blue,Black,650.0,suv
341,2016 Kia Sorento EX,18998,76,7,No Accidents or Damage Reported,0,1,18.8,109.4,44.1,39.5,38.8,4004,"3,500/3,500 lbs",All Wheel Drive,Automatic,260,1450,187.4,74.4,66.3,19,25,4, Turbo Gas,2.0,White,Black,1793.1,suv
342,2014 Nissan Rogue S,14998,124,9,No Accidents or Damage Reported,0,0,14.5,106.5,43.0,41.6,39.3,3393,"1,000/1,000 lbs",Front Wheel Drive,Automatic,175,4400,182.3,72.4,66.3,26,33,4, Gas,2.5,Silver,Tan,397.7,suv
343,2016 Audi Q5 Premium Plus,22998,65,7,No Accidents or Damage Reported,0,1,19.8,110.5,41.0,39.4,29.1,4200,"4,400/4,400 lbs",All Wheel Drive,Automatic,258,1500,182.6,74.7,65.2,20,28,4, Turbo Gas,2.0,Pearl,Tan,1720.0,suv
344,2015 Nissan Pathfinder SL,18998,87,8,No Accidents or Damage Reported,0,8,19.5,114.2,42.3,42.2,16.0,4223,"5,000/5,000 lbs",Front Wheel Drive,Automatic,240,4400,197.2,77.2,69.6,20,27,6, Gas,3.5,White,Tan,545.5,suv
345,2022 Toyota Highlander XLE,36998,23,1,No Accidents or Damage Reported,0,0,17.9,112.2,42.0,39.6,16.0,4195,"5,000/5,000 lbs",Front Wheel Drive,Automatic,263,4700,194.9,76.0,68.1,21,29,6, Gas,3.5,Silver,Gray,559.6,suv
346,2015 Hyundai Santa Fe Sport 2.0T,18998,80,8,No Accidents or Damage Reported,0,0,17.4,106.3,41.3,39.6,35.4,3706,"3,500/3,500 lbs",All Wheel Drive,Automatic,269,1750,184.6,74.0,66.1,18,24,4, Turbo Gas,2.0,Red,Tan,1537.1,suv
347,2012 Subaru Outback 2.5I Limited,20998,47,11,No Accidents or Damage Reported,0,7,18.5,107.9,43.0,40.8,0.0,3564,Null,All Wheel Drive,Automatic,170,4000,188.2,71.7,65.7,22,29,4, Gas,2.5,White,Tan,425.0,suv
348,2022 Nissan Kicks S,21998,29,1,No Accidents or Damage Reported,0,0,10.8,103.1,43.7,40.4,25.3,2682,Null,Front Wheel Drive,Automatic,114,4000,169.1,69.3,63.3,31,36,4, Gas,1.6,White,Black,285.0,suv
349,2022 Nissan Rogue Sport S,23998,29,1,No Accidents or Damage Reported,0,0,14.5,104.2,42.8,39.6,22.9,3307,Null,Front Wheel Drive,Automatic,147,4400,172.8,72.3,62.5,25,32,4, Gas,2.0,Black,Black,334.1,suv
350,2015 Lexus RX 450h,27998,73,8,No Accidents or Damage Reported,0,2,17.2,107.9,43.1,39.0,40.0,4652,"1,500/1,500 lbs",All Wheel Drive,Automatic,234,4800,187.8,74.2,66.7,30,28,6, Hybrid,3.5,White,Tan,487.5,suv
351,2014 Cadillac SRX Premium,24998,41,9,No Accidents or Damage Reported,0,1,21.0,110.5,41.2,39.7,0.0,4442,Null,All Wheel Drive,Automatic,265,2400,190.3,75.2,65.7,16,23,6, Gas,3.6,Blue,Black,1104.2,suv
352,2018 Toyota 4Runner Limited,33998,58,5,No Accidents or Damage Reported,0,0,23.0,109.8,41.7,38.6,47.2,4525,"5,000/5,000 lbs",Rear Wheel Drive,Automatic,278,4400,190.7,75.8,71.5,17,21,6, Gas,4.0,Black,Black,631.8,suv
353,2020 Kia Soul LX,19998,16,3,No Accidents or Damage Reported,0,0,14.3,102.4,41.1,39.4,0.0,2844,Null,Front Wheel Drive,Automatic,132,4500,165.2,70.9,63.0,27,33,4, Gas,2.0,Red,Tan,293.3,suv
354,2016 Nissan Murano SL,21998,69,7,No Accidents or Damage Reported,0,0,19.0,111.2,40.5,38.1,39.6,3977,"1,499/1,499 lbs",All Wheel Drive,Automatic,240,4400,192.4,75.4,66.6,21,28,6, Gas,3.5,Silver,Brown,545.5,suv
355,2015 Acura MDX,18998,116,8,No Accidents or Damage Reported,0,20,19.5,111.0,41.4,38.1,14.8,4294,"3,500/3,500 lbs",All Wheel Drive,Automatic,267,4500,193.6,77.2,67.6,18,27,6, Gas,3.5,White,Tan,593.3,suv
356,2019 Buick Encore Preferred,19998,45,4,No Accidents or Damage Reported,0,0,14.0,100.6,40.82,39.58,0.0,3237,Null,Front Wheel Drive,Automatic,148,1850,168.35,70.1,65.25,25,30,4, Turbo Gas,1.4,Black,Black,800.0,suv
357,2022 Nissan Kicks SR,24998,15,1,No Accidents or Damage Reported,0,0,10.8,103.1,43.7,40.4,25.3,2744,Null,Front Wheel Drive,Automatic,114,4000,169.1,69.3,63.4,31,36,4, Gas,1.6,White,Black,285.0,suv
358,2017 Chevrolet Traverse Premier,22998,85,6,No Accidents or Damage Reported,0,6,22.0,118.9,41.3,40.4,24.4,4956,Null,All Wheel Drive,Automatic,270,3400,203.7,78.5,69.9,15,22,6, Gas,3.6,White,Black,794.1,suv
359,2023 Hyundai Santa Fe SEL,29998,39,0,No Accidents or Damage Reported,0,0,18.8,108.9,44.1,41.2,36.4,3960,"2,000/2,000 lbs",All Wheel Drive,Automatic,181,4000,188.4,74.8,66.3,22,25,4, Gas,2.5,White,Black,452.5,suv
360,2022 Jeep Grand Cherokee WK Laredo X,33998,24,1,No Accidents or Damage Reported,0,0,24.6,114.8,40.3,39.9,36.3,4625,"3,500/3,500 lbs",Four Wheel Drive,Automatic,257,4000,189.8,76.5,69.3,18,25,6, Gas,3.6,White,Black,642.5,suv
361,2016 Hyundai Tucson Sport,18998,60,7,No Accidents or Damage Reported,0,3,16.4,105.1,41.5,39.6,31.0,3499,"1,000/1,000 lbs",All Wheel Drive,Automatic,195,1500,176.2,72.8,64.8,24,28,4, Turbo Gas,1.6,Gray,Black,1300.0,suv
362,2015 Nissan Pathfinder S,17998,85,8,No Accidents or Damage Reported,0,3,19.5,114.2,42.3,42.2,16.0,4309,"5,000/5,000 lbs",Four Wheel Drive,Automatic,240,4400,197.2,77.2,69.6,19,26,6, Gas,3.5,Black,Black,545.5,suv
363,2017 Kia Soul,15998,70,6,No Accidents or Damage Reported,0,2,14.2,101.2,40.9,39.6,0.0,2942,Null,Front Wheel Drive,Automatic,118,4850,163.0,70.9,63.5,25,30,4, Gas,1.6,Gray,Black,243.3,suv
364,2017 Honda Pilot EX-L,21998,117,6,No Accidents or Damage Reported,0,1,19.5,111.0,40.9,39.5,16.5,4288,Null,All Wheel Drive,Automatic,262,4700,194.5,78.6,69.8,18,26,6, Gas,3.5,Silver,Gray,557.4,suv
365,2016 Lexus NX 200t,27998,40,7,No Accidents or Damage Reported,0,4,15.9,104.7,42.8,38.2,17.7,3940,"2,000/2,000 lbs",Front Wheel Drive,Automatic,258,1650,182.3,73.6,64.8,22,28,4, Turbo Gas,2.0,White,Tan,1563.6,suv
366,2019 Kia Sorento LX,20998,58,4,No Accidents or Damage Reported,0,1,18.8,109.4,44.1,39.5,11.3,3810,"2,000/2,000 lbs",Front Wheel Drive,Automatic,178,4000,189.0,74.4,66.3,22,29,4, Gas,2.4,Blue,Black,445.0,suv
367,2018 Jeep Wrangler Unlimited Sahara,27998,69,5,No Accidents or Damage Reported,0,0,22.5,116.0,41.0,41.3,31.5,4397,"2,000/2,000 lbs",Null,Automatic,260,4800,184.9,73.7,72.6,16,21,6, Gas,3.6,Silver,Black,541.7,suv
368,2015 Chevrolet Equinox LTZ,17998,74,8,No Accidents or Damage Reported,0,0,18.8,112.5,41.2,40.9,0.0,3829,Null,Front Wheel Drive,Automatic,172,4900,187.8,72.5,66.3,22,32,4, Gas,2.4,Black,Black,351.0,suv
369,2017 GMC Yukon Denali,38998,86,6,No Accidents or Damage Reported,0,13,26.0,116.0,45.3,42.8,15.3,5482,Null,Rear Wheel Drive,Automatic,460,4100,203.9,80.5,74.4,15,22,8, Gas,6.2,Black,Cream,1122.0,suv
370,2018 Jeep Grand Cherokee Trailhawk,29998,65,5,No Accidents or Damage Reported,0,14,24.6,114.8,40.3,39.9,36.3,5004,"6,200/6,200 lbs",Four Wheel Drive,Automatic,260,4000,189.8,76.5,69.3,18,25,6, Gas,3.6,White,Black,650.0,suv
371,2023 Nissan Rogue SV,29998,18,0,No Accidents or Damage Reported,0,0,14.5,106.5,41.5,41.1,36.5,3490,"1,500/1,500 lbs",Front Wheel Drive,Automatic,225,2800,183.0,72.4,66.5,30,37,3, Turbo Gas,1.5,Black,Black,803.6,suv
372,2023 Genesis GV80,61998,4,0,No Accidents or Damage Reported,0,0,21.1,116.3,41.6,40.2,34.9,4850,"6,000/6,000 lbs",All Wheel Drive,Automatic,311,1650,194.7,77.8,67.5,20,24,4, Turbo Gas,2.5,White,Cream,1884.8,suv
373,2022 Toyota RAV4 Hybrid Limited,42998,16,1,No Accidents or Damage Reported,0,0,14.5,105.9,41.0,37.7,37.5,3780,"1,750/1,750 lbs",All Wheel Drive,Automatic,163,3600,180.9,73.0,67.0,41,38,4, Hybrid,2.5,Blue,Black,452.8,suv
374,2021 Kia Telluride SX,43998,25,2,No Accidents or Damage Reported,0,0,18.8,114.2,41.4,39.5,21.0,4354,"5,000/5,000 lbs",All Wheel Drive,Automatic,262,5200,196.9,78.3,68.9,19,24,6, Gas,3.8,Green,Black,503.8,suv
375,2019 Mercedes-Benz GLC300,28998,38,4,No Accidents or Damage Reported,0,0,17.4,113.1,40.8,41.9,19.4,3891,"3,500/3,500 lbs",Rear Wheel Drive,Automatic,273,1300,183.3,74.4,64.5,22,27,4, Turbo Gas,2.0,Black,Black,2100.0,suv
376,2016 Acura MDX,24998,66,7,No Accidents or Damage Reported,0,10,19.5,111.0,41.5,38.1,15.0,4262,"3,500/3,500 lbs",All Wheel Drive,Automatic,267,4700,193.6,77.2,67.6,18,26,6, Gas,3.5,White,Tan,568.1,suv
377,2022 Toyota Highlander LE,32998,45,1,No Accidents or Damage Reported,0,0,17.9,112.2,42.0,41.2,16.0,4330,"5,000/5,000 lbs",All Wheel Drive,Automatic,263,4700,194.9,76.0,68.1,20,27,6, Gas,3.5,Gray,Gray,559.6,suv
378,2020 Cadillac XT5 Premium Luxury,34998,40,3,No Accidents or Damage Reported,0,0,21.7,112.5,41.2,37.9,0.0,4206,"3,500/3,500 lbs",All Wheel Drive,Automatic,271,5000,189.6,74.9,66.1,18,25,6, Gas,3.6,Gray,Brown,542.0,suv
379,2023 Hyundai Santa Fe SEL,30998,5,0,No Accidents or Damage Reported,0,0,18.8,108.9,44.1,41.2,36.4,3810,"2,000/2,000 lbs",Front Wheel Drive,Automatic,181,4000,188.4,74.8,66.3,25,28,4, Gas,2.5,Black,Black,452.5,suv
380,2021 Mercedes-Benz GLB250,35998,25,2,No Accidents or Damage Reported,0,0,15.9,111.4,41.4,40.7,20.1,3759,Null,All Wheel Drive,Automatic,258,1800,182.4,72.2,65.3,23,30,4, Turbo Gas,2.0,Black,Black,1433.3,suv
381,2021 Ford Expedition Max XLT,43998,55,2,No Accidents or Damage Reported,0,0,28.3,131.6,43.9,42.0,36.0,5793,"6,000/6,000 lbs",Four Wheel Drive,Automatic,470,3500,221.9,79.9,76.2,16,21,6, Turbo Gas,3.5,Gray,Gray,1342.9,suv
382,2022 Nissan Rogue SL,35998,22,1,No Accidents or Damage Reported,0,0,14.5,106.5,41.5,39.2,36.3,3697,"1,500/1,500 lbs",All Wheel Drive,Automatic,225,2800,183.0,72.4,66.5,28,34,3, Turbo Gas,1.5,Gray,Black,803.6,suv
383,2022 Toyota Corolla Cross XLE,31998,4,1,No Accidents or Damage Reported,0,0,12.4,103.9,42.9,38.6,25.5,3170,"1,500/1,500 lbs",Front Wheel Drive,Automatic,151,4400,175.6,71.9,64.8,31,33,4, Gas,2.0,Black,Black,343.2,suv
384,2017 Buick Envision Essence,22998,33,6,No Accidents or Damage Reported,0,0,17.3,108.3,40.9,40.0,0.0,3755,Null,Null,Automatic,192,4400,183.7,72.4,66.8,22,29,4, Gas,2.5,Red,Tan,436.4,suv
385,2019 Lexus NX 300,31998,23,4,No Accidents or Damage Reported,0,4,15.9,104.7,42.8,38.2,17.7,3940,"2,000/2,000 lbs",Front Wheel Drive,Automatic,258,1650,182.3,73.6,64.8,22,28,4, Turbo Gas,2.0,Silver,Black,1563.6,suv
386,2019 Toyota RAV4 Hybrid Limited,31998,71,4,No Accidents or Damage Reported,0,1,14.5,105.9,41.0,37.7,37.5,3800,"1,750/1,750 lbs",All Wheel Drive,Automatic,163,3600,180.9,73.0,67.0,41,38,4, Hybrid,2.5,Gray,Black,452.8,suv
387,2021 GMC Acadia SLT,34998,42,2,No Accidents or Damage Reported,0,6,22.0,112.5,41.0,40.0,12.8,4234,Null,All Wheel Drive,Automatic,271,5000,193.4,75.4,66.7,19,26,6, Gas,3.6,Black,Black,542.0,suv
388,2019 Hyundai Tucson SEL,17998,97,4,No Accidents or Damage Reported,0,0,16.4,105.1,41.5,39.6,31.0,3426,"1,000/1,000 lbs",Front Wheel Drive,Automatic,175,4000,176.4,72.8,64.8,22,28,4, Gas,2.4,White,Gray,437.5,suv
389,2018 BMW X5 XDrive35i,33998,43,5,No Accidents or Damage Reported,0,6,22.4,115.5,40.4,40.5,35.8,4790,"5,952/5,952 lbs",All Wheel Drive,Automatic,300,1200,192.4,76.3,69.4,18,24,6, Turbo Gas,3.0,Gray,Black,2500.0,suv
390,2016 Ford Flex SEL,20998,79,7,No Accidents or Damage Reported,0,0,18.6,117.9,40.8,41.8,20.0,4637,"2,000/2,000 lbs",All Wheel Drive,Automatic,254,4000,201.8,75.9,68.0,16,22,6, Gas,3.5,Gray,Gray,635.0,suv
391,2019 Land Rover Range Rover Autobiography,74998,40,4,No Accidents or Damage Reported,0,0,27.3,115.0,42.5,39.3,24.5,5254,"7,716/7,716 lbs",Four Wheel Drive,Automatic,461,2500,196.9,78.1,73.6,16,21,8, Supercharged Gas,5.0,White,Black,1844.0,suv
392,2022 Hyundai Santa Cruz SEL,26998,21,1,No Accidents or Damage Reported,0,0,17.7,118.3,41.4,40.7,0.0,3725,"3,500/3,500 lbs",Front Wheel Drive,Automatic,181,4000,195.7,75.0,66.7,21,26,4, Gas,2.5,White,Black,452.5,suv
393,2019 Mazda CX-5 Signature,25998,54,4,No Accidents or Damage Reported,0,0,15.3,106.2,41.0,39.3,30.9,3825,"2,000/2,000 lbs",All Wheel Drive,Automatic,310,2000,179.1,72.5,65.3,22,27,4, Turbo Gas,2.5,Silver,Brown,1550.0,suv
394,2020 Jeep Grand Cherokee High Altitude,36998,27,3,No Accidents or Damage Reported,0,0,24.6,114.8,40.3,39.9,36.3,4965,"6,200/6,200 lbs",Four Wheel Drive,Automatic,260,4000,189.8,76.5,69.3,18,25,6, Gas,3.6,Silver,Black,650.0,suv
395,2017 GMC Yukon SLT,37998,75,6,No Accidents or Damage Reported,0,0,26.0,116.0,45.3,42.8,15.3,5626,Null,Four Wheel Drive,Automatic,383,4100,203.9,80.5,74.4,16,22,8, Gas,5.3,White,Gray,934.1,suv
396,2017 Nissan Rogue Sport SL,21998,50,6,No Accidents or Damage Reported,0,0,14.5,104.2,42.8,39.6,22.9,3415,Null,All Wheel Drive,Automatic,147,4400,172.4,72.3,63.3,24,30,4, Gas,2.0,Black,Black,334.1,suv
397,2016 Ford F150 XLT,26998,109,7,No Accidents or Damage Reported,0,2,23.0,145.0,43.9,40.8,0.0,4709,"7,100/7,100 lbs",Four Wheel Drive,Automatic,387,3850,231.9,79.9,77.2,15,21,8, Gas,5.0,Green,Gray,1005.2,suv
398,2016 Jeep Grand Cherokee Limited,23998,58,7,No Accidents or Damage Reported,0,7,24.6,114.8,40.3,39.9,36.3,4875,"3,500/3,500 lbs",Four Wheel Drive,Automatic,260,4000,189.8,76.5,69.3,18,25,6, Gas,3.6,Gray,Black,650.0,suv
399,2020 Land Rover Range Rover Evoque R-Dynamic SE,37998,54,3,No Accidents or Damage Reported,0,3,17.7,105.6,40.0,39.9,21.5,4075,"3,968/3,968 lbs",All Wheel Drive,Automatic,295,1500,172.1,75.0,64.9,21,26,4, Turbo Gas,2.0,Black,Black,1966.7,suv
400,2019 Jeep Compass Trailhawk,23998,52,4,No Accidents or Damage Reported,0,4,13.5,103.8,41.8,39.2,27.2,3633,"1,000/1,000 lbs",Four Wheel Drive,Automatic,175,3900,173.0,73.8,64.8,22,30,4, Gas,2.4,White,Black,448.7,suv
401,2020 Kia Sorento LX,22998,45,3,No Accidents or Damage Reported,0,0,18.8,109.4,44.1,39.5,11.3,3953,"2,000/2,000 lbs",All Wheel Drive,Automatic,178,4000,189.0,74.4,66.3,21,26,4, Gas,2.4,Blue,Black,445.0,suv
402,2017 Honda HR-V EX,21998,48,6,No Accidents or Damage Reported,0,2,13.2,102.8,41.2,37.6,23.2,3094,Null,All Wheel Drive,Automatic,127,4300,169.1,69.8,63.2,27,31,4, Gas,1.8,Black,Black,295.3,suv
403,2020 Audi Q5 Titanium Premium,28998,72,3,No Accidents or Damage Reported,0,0,18.5,111.0,41.0,40.2,25.1,4034,"4,400/4,400 lbs",All Wheel Drive,Automatic,273,1600,183.6,74.5,65.3,22,28,4, Turbo Gas,2.0,Gray,Black,1706.2,suv
404,2021 Honda Pilot Touring,37998,38,2,No Accidents or Damage Reported,0,9,19.5,111.0,40.9,39.5,16.5,4127,"3,500/3,500 lbs",Front Wheel Drive,Automatic,262,4700,196.5,78.6,70.6,20,27,6, Gas,3.5,White,Tan,557.4,suv
405,2019 Volvo XC90 T6 Momentum,37998,36,4,No Accidents or Damage Reported,0,0,18.8,117.5,40.9,38.9,12.6,4394,"5,000/5,000 lbs",All Wheel Drive,Automatic,295,2200,194.9,79.1,69.9,19,26,4, Turbo Supercharged,2.0,Blue,Tan,1340.9,suv
406,2014 GMC Acadia SLT,19998,84,9,No Accidents or Damage Reported,0,0,22.0,118.9,41.3,40.3,24.1,4850,Null,All Wheel Drive,Automatic,270,3400,200.8,78.9,70.4,16,23,6, Gas,3.6,Gray,Black,794.1,suv
407,2018 Hyundai Tucson SEL,16998,101,5,No Accidents or Damage Reported,0,0,16.4,105.1,41.5,39.6,31.0,3300,"1,000/1,000 lbs",Front Wheel Drive,Automatic,151,4000,176.2,72.8,64.8,23,30,4, Gas,2.0,Blue,Black,377.5,suv
408,2022 Nissan Rogue SV,28998,14,1,No Accidents or Damage Reported,0,0,14.5,106.5,41.5,41.1,36.5,3618,"1,500/1,500 lbs",All Wheel Drive,Automatic,225,2800,183.0,72.4,66.5,28,35,3, Turbo Gas,1.5,Gray,Black,803.6,suv
409,2019 Volvo XC90 T6 Momentum,34998,46,4,No Accidents or Damage Reported,0,0,18.8,117.5,40.9,38.9,12.6,4394,"5,000/5,000 lbs",All Wheel Drive,Automatic,295,2200,194.9,79.1,69.9,19,26,4, Turbo Supercharged,2.0,Black,Champagne,1340.9,suv
410,2020 Volvo XC90 T6 Momentum,39998,32,3,No Accidents or Damage Reported,0,0,18.8,117.5,40.9,38.9,12.6,4394,"5,000/5,000 lbs",All Wheel Drive,Automatic,295,2200,194.9,79.1,69.9,20,27,4, Turbo Supercharged,2.0,White,Tan,1340.9,suv
411,2020 Chevrolet Suburban 1500 Premier,44998,85,3,No Accidents or Damage Reported,0,0,31.0,130.0,45.3,42.8,39.3,5653,Null,Four Wheel Drive,Automatic,383,4100,224.4,80.5,74.4,14,21,8, Gas,5.3,Silver,Black,934.1,suv
412,2020 Acura MDX SH-AWD,31998,55,3,No Accidents or Damage Reported,0,1,19.5,111.0,41.4,38.1,15.8,4239,"5,000/5,000 lbs",All Wheel Drive,Automatic,267,4700,196.2,77.7,67.4,19,26,6, Gas,3.5,Gray,Black,568.1,suv
413,2023 Nissan Kicks S,23998,17,0,No Accidents or Damage Reported,0,1,10.8,103.1,43.7,40.4,25.3,2682,Null,Front Wheel Drive,Automatic,114,4000,169.1,69.3,63.3,31,36,4, Gas,1.6,Gray,Black,285.0,suv
414,2023 Kia Sportage X-Line,32998,27,0,No Accidents or Damage Reported,0,0,14.3,108.5,41.4,39.6,39.6,3543,"1,653/1,653 lbs",All Wheel Drive,Automatic,178,4000,183.5,73.4,66.9,23,28,4, Gas,2.5,Black,Gray,445.0,suv
415,2017 Mercedes-Benz GLA250,22998,72,6,No Accidents or Damage Reported,0,0,14.8,106.3,41.9,38.3,17.2,3296,Null,Front Wheel Drive,Automatic,258,1250,173.9,71.0,60.0,24,33,4, Turbo Gas,2.0,Gray,Black,2064.0,suv
416,2023 Toyota Sequoia Limited,73998,17,0,No Accidents or Damage Reported,0,0,22.5,122.0,41.2,39.2,22.3,5855,"9,300/9,300 lbs",Rear Wheel Drive,Automatic,583,2400,208.1,79.6,74.2,21,24,6, Turbo Hybrid,3.5,Red,Gray,2429.2,suv
417,2018 Toyota Highlander Hybrid XLE,35998,54,5,No Accidents or Damage Reported,0,1,17.2,109.8,44.2,39.5,13.8,4464,"3,500/3,500 lbs",All Wheel Drive,Automatic,215,4800,192.5,75.8,68.1,29,27,6, Hybrid,3.5,Gray,Black,447.9,suv
418,2021 Toyota 4Runner TRD Off Road Premium,42998,39,2,No Accidents or Damage Reported,0,0,23.0,109.8,41.7,39.3,46.3,4750,"5,000/5,000 lbs",Four Wheel Drive,Automatic,278,4400,191.3,75.8,71.5,16,19,6, Gas,4.0,Blue,Black,631.8,suv
419,2019 Chevrolet Trax LS,18998,45,4,No Accidents or Damage Reported,0,0,14.0,100.6,40.8,39.6,0.0,3124,Null,Front Wheel Drive,Automatic,148,1850,167.2,69.9,64.9,26,31,4, Turbo Gas,1.4,Black,Black,800.0,suv
420,2021 Volkswagen Atlas SEL,37998,34,2,No Accidents or Damage Reported,0,0,18.6,117.3,41.5,41.3,20.6,4502,"5,000/5,000 lbs",All Wheel Drive,Automatic,266,2750,198.3,78.3,70.0,16,22,6, Gas,3.6,White,Gray,967.3,suv
421,2018 Mercedes-Benz GLC300,29998,54,5,No Accidents or Damage Reported,0,0,17.4,113.1,40.8,41.9,19.4,4001,"3,500/3,500 lbs",All Wheel Drive,Automatic,273,1300,183.3,74.4,64.5,21,28,4, Turbo Gas,2.0,White,Black,2100.0,suv
422,2021 Kia Sorento SX,34998,44,2,No Accidents or Damage Reported,0,0,17.7,110.8,41.4,40.3,12.6,4120,"3,500/3,500 lbs",All Wheel Drive,Automatic,311,1700,188.9,74.8,66.7,21,28,4, Turbo Gas,2.5,Black,Black,1829.4,suv
423,2019 GMC Yukon XL 1500 Denali,51998,39,4,No Accidents or Damage Reported,0,0,31.0,130.0,45.3,42.8,39.3,5655,Null,Rear Wheel Drive,Automatic,460,4100,224.4,80.5,74.4,14,23,8, Gas,6.2,Red,Black,1122.0,suv
424,2014 Kia Soul +,14998,86,9,No Accidents or Damage Reported,0,0,14.2,101.2,40.9,39.6,0.0,2879,Null,Front Wheel Drive,Automatic,151,4000,163.0,70.9,63.0,23,31,4, Gas,2.0,Red,Black,377.5,suv
425,2021 Kia Telluride EX,31998,78,2,No Accidents or Damage Reported,0,0,18.8,114.2,41.4,39.5,21.0,4255,"5,000/5,000 lbs",All Wheel Drive,Automatic,262,5200,196.9,78.3,68.9,19,24,6, Gas,3.8,Gray,Black,503.8,suv
426,2022 Toyota Highlander XLE,41998,11,1,No Accidents or Damage Reported,0,0,17.9,112.2,42.0,39.6,16.0,4195,"5,000/5,000 lbs",Front Wheel Drive,Automatic,263,4700,194.9,76.0,68.1,21,29,6, Gas,3.5,Black,Black,559.6,suv
427,2017 Ford Explorer XLT,22998,83,6,No Accidents or Damage Reported,0,5,18.6,112.8,42.9,41.4,21.0,4443,"2,000/2,000 lbs",Front Wheel Drive,Automatic,255,4000,198.3,78.9,70.0,17,24,6, Gas,3.5,White,Black,637.5,suv
428,2018 Subaru Crosstrek Premium,20998,94,5,No Accidents or Damage Reported,0,0,16.6,104.9,43.1,39.8,20.8,3186,"1,500/1,500 lbs",All Wheel Drive,Automatic,145,4000,175.8,71.0,63.6,27,33,4, Gas,2.0,Black,Black,362.5,suv
429,2015 Mercedes-Benz ML350,21998,74,8,No Accidents or Damage Reported,0,0,24.6,114.8,40.3,40.4,38.2,4751,"7,200/7,200 lbs",All Wheel Drive,Automatic,273,3500,189.1,75.8,70.7,17,22,6, Gas,3.5,Gray,Black,780.0,suv
430,2016 Kia Soul,14599,62,7,No Accidents or Damage Reported,0,1,14.2,101.2,40.9,39.6,0.0,2784,Null,Front Wheel Drive,Automatic,118,4850,163.0,70.9,63.0,24,30,4, Gas,1.6,Gray,Black,243.3,suv
431,2020 Toyota 4Runner SR5 Premium,40998,16,3,No Accidents or Damage Reported,0,2,23.0,109.8,41.7,39.3,47.2,4675,"5,000/5,000 lbs",Four Wheel Drive,Automatic,278,4400,190.2,75.8,71.5,16,19,6, Gas,4.0,Silver,Black,631.8,suv
432,2018 Volkswagen Tiguan S,20998,56,5,No Accidents or Damage Reported,0,0,15.3,109.8,40.2,39.6,12.0,3777,Null,Front Wheel Drive,Automatic,221,1600,185.1,72.4,66.3,22,27,4, Turbo Gas,2.0,White,Gray,1381.2,suv
433,2019 Toyota Highlander Hybrid Limited Platinum,39998,47,4,No Accidents or Damage Reported,0,0,17.2,109.8,44.2,39.8,13.6,4861,"3,500/3,500 lbs",All Wheel Drive,Automatic,215,4800,192.5,75.8,68.1,29,27,6, Hybrid,3.5,Silver,Black,447.9,suv
434,2017 Kia Sorento LX,19998,68,6,No Accidents or Damage Reported,0,0,18.8,109.4,44.1,39.5,11.3,4101,"5,000/5,000 lbs",All Wheel Drive,Automatic,252,5300,187.4,74.4,66.3,18,25,6, Gas,3.3,Black,Black,475.5,suv
435,2020 Ford Explorer XLT,32998,35,3,No Accidents or Damage Reported,0,0,19.2,119.1,43.0,40.7,18.2,4345,"5,300/5,300 lbs",Four Wheel Drive,Automatic,310,3500,198.8,78.9,69.9,20,27,4, Turbo Gas,2.3,Blue,Black,885.7,suv
