Name,Price,Mile,Ages,Accident_damages,Insurance,Service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,curb_weight,transmission,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque,type
2015 Mercedes-Benz SLK250,27998,43,8,No Accidents or Damage Reported,0,1,18.5,95.7,42.5,39.1,3241,Automatic,162.8,71.5,51.2,22,32,4, Turbo Gas,1.8,Black,Burgundy,1145.0,sportscar
2016 Scion FR-S,24998,22,7,No Accidents or Damage Reported,0,2,13.2,101.2,41.9,37.1,2758,Manual 6 Speed,166.7,69.9,50.6,22,30,4, Gas,2.0,White,Black,235.9,sportscar
2018 Chevrolet Camaro SS,37998,21,5,No Accidents or Damage Reported,0,0,19.0,110.7,43.9,38.5,3685,Automatic,188.3,74.7,53.1,16,25,8, Gas,6.2,Black,Black,1034.1,sportscar
2018 Genesis G80,30998,28,5,No Accidents or Damage Reported,0,0,20.3,118.5,45.7,41.1,4195,Automatic,196.5,74.4,58.3,19,27,6, Gas,3.8,Gray,Black,586.0,sportscar
2018 Dodge Challenger GT,26998,55,5,No Accidents or Damage Reported,0,1,18.5,116.2,42.0,39.3,4108,Automatic,197.9,75.7,57.5,18,27,6, Gas,3.6,Gray,Black,558.3,sportscar
2020 Dodge Challenger SXT,26998,43,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,3858,Automatic,197.9,75.7,57.5,19,30,6, Gas,3.6,Gray,Black,558.3,sportscar
2019 Mazda MX-5 Miata RF Grand Touring,26998,42,4,No Accidents or Damage Reported,0,0,11.9,90.9,43.1,36.8,2493,Automatic,154.1,68.3,49.0,26,35,4, Gas,2.0,Black,Black,377.5,sportscar
2015 Dodge Dart SXT,15998,89,8,No Accidents or Damage Reported,0,1,14.2,106.4,42.2,38.6,3165,Automatic,183.9,72.0,57.7,22,35,4, Gas,2.4,White,Black,362.5,sportscar
2018 Dodge Challenger R/T,29998,40,5,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4190,Manual 6 Speed,197.9,75.7,57.5,15,23,8, Gas,5.7,White,Black,953.5,sportscar
2020 Dodge Challenger SXT,26998,44,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,3858,Automatic,197.9,75.7,57.5,19,30,6, Gas,3.6,White,Black,558.3,sportscar
2014 Dodge Dart SXT,14599,87,9,No Accidents or Damage Reported,0,4,14.2,106.4,42.2,38.6,3186,Automatic,183.9,72.0,57.7,22,35,4, Gas,2.4,Silver,Black,356.2,sportscar
2017 Dodge Challenger R/T Scat Pack,32998,56,6,No Accidents or Damage Reported,0,3,18.5,116.2,42.0,39.3,4232,Manual 6 Speed,197.9,75.7,57.5,14,23,8, Gas,6.4,White,Black,1158.5,sportscar
2019 Dodge Challenger SXT,27998,27,4,No Accidents or Damage Reported,0,2,18.5,116.2,42.0,39.3,3894,Automatic,197.9,75.7,57.5,19,30,6, Gas,3.6,Silver,Black,558.3,sportscar
2017 Jaguar XF Prestige,25998,41,6,No Accidents or Damage Reported,0,0,19.5,116.5,41.5,37.1,3880,Automatic,195.2,78.2,57.4,20,28,6, Supercharged Gas,3.0,White,Tan,948.6,sportscar
2019 Dodge Challenger SXT,24998,58,4,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,3894,Automatic,197.9,75.7,57.5,19,30,6, Gas,3.6,White,Black,558.3,sportscar
2018 Acura TLX SH-AWD A-Spec,29998,58,5,No Accidents or Damage Reported,0,0,17.2,109.3,42.6,37.2,3765,Automatic,191.5,73.0,57.0,20,29,6, Gas,3.5,Black,Red,593.3,sportscar
2015 Mercedes-Benz SLK350,26998,62,8,No Accidents or Damage Reported,0,0,18.5,95.7,42.5,39.1,3417,Automatic,162.8,71.5,51.2,21,29,6, Gas,3.5,Gray,Brown,780.0,sportscar
2020 Dodge Challenger GT,27998,54,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,3894,Automatic,197.9,75.7,57.5,19,30,6, Gas,3.6,Purple,Black,558.3,sportscar
2017 Dodge Challenger 392 Hemi Scat Pack Shaker,37998,25,6,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4232,Automatic,197.9,75.7,57.5,14,23,8, Gas,6.4,Gray,Black,1158.5,sportscar
2016 Acura TLX,18998,76,7,No Accidents or Damage Reported,0,0,17.2,109.3,42.6,37.2,3492,Automatic,190.3,73.0,57.0,24,35,4, Gas,2.4,Black,Brown,404.4,sportscar
2014 Chevrolet Corvette Stingray,44998,12,9,No Accidents or Damage Reported,0,5,18.5,106.7,43.0,37.9,3298,Automatic,176.9,73.9,48.8,17,29,8, Gas,6.2,Yellow,Black,1000.0,sportscar
2017 Mercedes-Benz SLC300,28998,53,6,No Accidents or Damage Reported,0,14,15.9,95.7,42.5,38.0,3296,Automatic,162.8,71.5,51.3,25,32,4, Turbo Gas,2.0,Black,Tan,2100.0,sportscar
2018 Dodge Challenger R/T Scat Pack,37998,22,5,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4232,Manual 6 Speed,197.9,75.7,57.5,14,23,8, Gas,6.4,White,Black,1158.5,sportscar
2013 Dodge Dart Limited,14998,96,10,No Accidents or Damage Reported,0,26,15.8,106.4,42.2,38.6,3186,Automatic,183.9,72.0,57.7,25,36,4, Gas,2.0,Black,Black,321.7,sportscar
2014 Smart Fortwo Passion,9599,84,9,No Accidents or Damage Reported,0,0,8.7,73.5,41.2,39.7,1808,Automatic,106.1,61.4,60.7,34,38,3, Gas,1.0,White,Black,151.1,sportscar
2013 Dodge Challenger R/T,25998,39,10,No Accidents or Damage Reported,0,3,19.5,116.0,42.0,39.3,4041,Automatic,197.7,75.7,57.1,15,23,8, Gas,5.7,Black,Black,909.1,sportscar
2016 Ford Mustang Ecoboost,19998,81,7,No Accidents or Damage Reported,0,4,15.5,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,22,31,4, Turbo Gas,2.3,Black,Black,1280.0,sportscar
2015 Chevrolet Camaro SS,25998,85,8,No Accidents or Damage Reported,0,5,19.0,112.3,42.4,37.4,3908,Automatic,190.6,75.5,54.2,16,24,8, Gas,6.2,Black,Black,913.0,sportscar
2020 Ford Mustang Ecoboost,22998,74,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,Silver,Black,1166.7,sportscar
2017 Mercedes-Benz SLC300,29998,40,6,No Accidents or Damage Reported,0,1,15.9,95.7,42.5,38.0,3296,Automatic,162.8,71.5,51.3,25,32,4, Turbo Gas,2.0,Red,Black,2100.0,sportscar
2014 Dodge Dart SXT,15998,90,9,No Accidents or Damage Reported,0,1,14.2,106.4,42.2,38.6,3186,Automatic,183.9,72.0,57.7,22,35,4, Gas,2.4,Black,Black,356.2,sportscar
2015 Scion FR-S,17998,124,8,No Accidents or Damage Reported,0,0,13.2,101.2,41.9,37.1,2806,Automatic,166.7,69.9,50.6,25,34,4, Gas,2.0,White,Black,235.9,sportscar
2016 Chevrolet Corvette Stingray Z51,48998,18,7,No Accidents or Damage Reported,0,0,18.5,106.7,43.0,37.9,3362,Manual 7 Speed,176.9,73.9,48.9,17,29,8, Gas,6.2,Yellow,Black,1010.9,sportscar
2018 Chevrolet Camaro SS,37998,46,5,No Accidents or Damage Reported,0,1,19.0,110.7,43.9,38.5,3685,Automatic,188.3,74.7,53.1,16,25,8, Gas,6.2,Blue,Black,1034.1,sportscar
2018 Mini Cooper S,21998,35,5,No Accidents or Damage Reported,0,0,11.6,98.2,41.4,40.3,2760,Automatic,151.9,68.0,55.7,23,32,4, Turbo Gas,2.0,Black,Black,1656.0,sportscar
2020 Chevrolet Camaro LT,29998,42,3,No Accidents or Damage Reported,0,0,19.0,110.7,43.9,38.5,3354,Automatic,188.3,74.7,53.1,20,30,6, Gas,3.6,Black,Black,535.8,sportscar
2017 Ford Mustang,23998,44,6,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,3526,Automatic,188.3,75.4,54.4,18,27,6, Gas,3.7,Red,Black,700.0,sportscar
2020 Ford Mustang Ecoboost Premium,28998,28,3,No Accidents or Damage Reported,0,5,16.0,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,Silver,Black,1166.7,sportscar
2013 Ford Mustang,16998,73,10,No Accidents or Damage Reported,0,0,16.0,107.1,42.4,38.5,3501,Automatic,188.5,73.9,55.6,19,29,6, Gas,3.7,Silver,Black,658.8,sportscar
2014 Scion FR-S,20998,77,9,No Accidents or Damage Reported,0,5,13.2,101.2,41.9,37.1,2806,Automatic,166.7,69.9,50.6,25,34,4, Gas,2.0,Black,Black,235.9,sportscar
2020 Ford Mustang Ecoboost,26998,23,3,No Accidents or Damage Reported,0,1,16.0,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,Black,Black,1166.7,sportscar
2020 Ford Mustang Ecoboost,23998,42,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,Gray,Black,1166.7,sportscar
2017 Ford Mustang,22998,48,6,No Accidents or Damage Reported,0,2,16.0,107.1,44.5,37.6,3526,Manual 6 Speed,188.3,75.4,54.4,18,27,6, Gas,3.7,Red,Black,700.0,sportscar
2018 Chevrolet Camaro LT,24998,39,5,No Accidents or Damage Reported,0,0,19.0,110.7,43.9,38.5,3339,Automatic,188.3,74.7,53.1,19,29,6, Gas,3.6,Silver,Black,535.8,sportscar
2017 Mazda MX-5 Miata RF Grand Touring,23998,43,6,No Accidents or Damage Reported,0,1,11.9,90.9,43.1,36.8,2494,Automatic,154.1,68.3,49.0,27,36,4, Gas,2.0,Gray,Black,321.7,sportscar
2020 Ford Mustang Ecoboost Premium,27998,32,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,3642,Automatic,188.3,75.4,54.9,20,28,4, Turbo Gas,2.3,Gray,Black,1166.7,sportscar
2018 Jaguar XF 25t R-Sport,27998,36,5,No Accidents or Damage Reported,0,0,19.5,116.5,41.5,37.1,3715,Automatic,195.2,78.2,57.4,23,33,4, Turbo Gas,2.0,Silver,Black,2241.7,sportscar
2020 Chevrolet Camaro 2SS,40998,15,3,No Accidents or Damage Reported,0,0,19.0,110.7,43.9,38.4,3937,Automatic,188.3,74.7,52.9,16,24,8, Gas,6.2,Blue,Black,1034.1,sportscar
2019 Dodge Challenger R/T Scat Pack Widebody,47998,16,4,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4232,Automatic,197.9,79.2,57.5,14,23,8, Gas,6.4,White,Black,1158.5,sportscar
2021 Chevrolet Corvette Stingray 3LT,79998,18,2,No Accidents or Damage Reported,0,0,18.5,107.2,42.8,37.9,3366,Automatic,182.3,76.1,48.6,15,27,8, Gas,6.2,Red,Brown,902.9,sportscar
2012 Mitsubishi Eclipse GS Sport,17998,64,11,No Accidents or Damage Reported,0,0,17.7,101.4,42.8,39.6,3527,Automatic,180.4,72.2,54.1,20,27,4, Gas,2.4,Orange,Orange,405.0,sportscar
2020 Acura TLX A-Spec,31998,28,3,No Accidents or Damage Reported,0,0,17.2,109.3,42.6,37.2,3548,Automatic,191.0,73.0,57.0,23,32,4, Gas,2.4,Blue,Red,404.4,sportscar
2013 Ford Mustang,15998,95,10,No Accidents or Damage Reported,0,0,16.0,107.1,42.4,38.8,3630,Automatic,188.5,73.9,56.1,19,29,6, Gas,3.7,Silver,Black,658.8,sportscar
2020 Audi S3 Premium Plus S-Line,37998,17,3,No Accidents or Damage Reported,0,0,14.5,103.6,41.2,36.5,3494,Automatic,175.8,70.7,54.8,22,29,4, Turbo Gas,2.0,Black,Black,1473.7,sportscar
2015 Acura TLX,16998,114,8,No Accidents or Damage Reported,0,7,17.2,109.3,42.6,37.2,3492,Automatic,190.3,73.0,57.0,24,35,4, Gas,2.4,Brown,Tan,404.4,sportscar
2013 Mini Cooper,15998,42,10,No Accidents or Damage Reported,0,6,10.566,97.125,41.7,38.385,2403,Manual 6 Speed,146.771,66.259,54.251,29,37,4, Gas,1.6,Blue,Black,277.6,sportscar
2018 Ford Mustang Ecoboost,23998,37,5,No Accidents or Damage Reported,0,10,15.5,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,21,31,4, Turbo Gas,2.3,Black,Black,1166.7,sportscar
2020 BMW M4,60998,29,3,No Accidents or Damage Reported,0,0,15.8,110.7,42.2,40.4,4110,Automatic,184.5,73.6,54.6,17,25,6, Turbo Gas,3.0,Gray,Red,2194.6,sportscar
2016 BMW M4,44998,43,7,No Accidents or Damage Reported,0,9,15.9,110.7,42.2,39.8,3530,Automatic,184.5,73.6,54.4,17,26,6, Turbo Gas,3.0,White,Black,2194.6,sportscar
2021 Mazda MX-5 Miata RF Club,31998,13,2,No Accidents or Damage Reported,0,0,11.9,90.9,43.1,36.8,2496,Automatic,154.1,68.3,49.0,26,35,4, Gas,2.0,Red,Black,377.5,sportscar
2017 BMW M240 XI,35998,25,6,No Accidents or Damage Reported,0,9,13.7,105.9,41.5,40.5,3944,Automatic,175.9,69.8,55.2,21,31,6, Turbo Gas,3.0,White,Black,2427.6,sportscar
2020 Ford Mustang Ecoboost Premium,27998,32,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,White,Black,1166.7,sportscar
2020 Ford Mustang Ecoboost Premium,24998,60,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,3532,Automatic,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,Gray,Black,1166.7,sportscar
2020 Ford Mustang Ecoboost Premium,27998,40,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,3642,Automatic,188.3,75.4,54.9,20,28,4, Turbo Gas,2.3,Red,Red,1166.7,sportscar
2019 Dodge Challenger R/T,33998,24,4,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4190,Automatic,197.9,75.7,57.5,15,23,8, Gas,5.7,Blue,Black,953.5,sportscar
2015 Acura TLX,17998,103,8,No Accidents or Damage Reported,0,0,17.2,109.3,42.6,37.2,3492,Automatic,190.3,73.0,57.0,24,35,4, Gas,2.4,Black,Black,404.4,sportscar
2015 Dodge Dart SXT,13998,108,8,No Accidents or Damage Reported,0,2,14.2,106.4,42.2,38.6,3165,Automatic,183.9,72.0,57.7,22,35,4, Gas,2.4,Black,Black,362.5,sportscar
2017 BMW M2,43998,41,6,No Accidents or Damage Reported,0,9,13.7,106.0,41.5,40.1,3450,Manual 6 Speed,176.2,73.0,55.5,18,26,6, Turbo Gas,3.0,White,Black,2450.0,sportscar
2020 Ford Mustang GT Premium,30998,59,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,3825,Automatic,188.3,75.4,54.9,15,24,8, Gas,5.0,Black,Black,913.0,sportscar
2018 Dodge Challenger SXT Plus,24998,50,5,No Accidents or Damage Reported,0,3,18.5,116.2,42.0,39.3,3894,Automatic,197.9,75.7,57.5,19,30,6, Gas,3.6,Orange,Black,558.3,sportscar
2012 Ford Mustang,17998,78,11,No Accidents or Damage Reported,0,0,16.0,107.1,42.4,38.5,3453,Automatic,188.1,73.9,55.6,19,29,6, Gas,3.7,White,Black,658.8,sportscar
2016 Jaguar F-Type R,47998,49,7,No Accidents or Damage Reported,0,0,18.5,103.2,43.0,37.0,3814,Automatic,176.0,75.7,51.6,15,23,8, Supercharged Gas,5.0,Gray,Black,1434.3,sportscar
2019 Chevrolet Camaro LT,29998,14,4,No Accidents or Damage Reported,0,1,19.0,110.7,43.9,38.5,3354,Manual 6 Speed,188.3,74.7,53.1,20,30,6, Gas,3.6,Gray,Black,535.8,sportscar
2019 Dodge Challenger R/T,31998,33,4,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,4190,Automatic,197.9,75.7,57.5,15,23,8, Gas,5.7,Black,Black,953.5,sportscar
2017 Dodge Challenger SXT,23998,73,6,No Accidents or Damage Reported,0,1,18.5,116.2,42.0,39.3,3894,Automatic,197.9,75.7,57.5,19,30,6, Gas,3.6,Black,Black,558.3,sportscar
2015 Nissan Frontier SV,21998,62,8,No Accidents or Damage Reported,0,0,21.1,125.9,42.4,39.7,4140,Automatic,205.5,72.8,69.7,16,22,6, Gas,4.0,Gray,Black,702.5,truck
2020 Chevrolet Silverado 1500 Custom,35998,16,3,No Accidents or Damage Reported,0,0,24.0,156.95,44.53,43.03,4674,Automatic,241.21,81.24,75.35,16,21,6, Gas,4.3,Black,Black,782.1,truck
2015 Ram 1500 Sport,26998,121,8,No Accidents or Damage Reported,0,0,26.0,140.0,41.0,41.0,5484,Automatic,229.0,79.4,78.1,15,21,8, Gas,5.7,Gray,Black,1038.0,truck
2020 Chevrolet Silverado 1500 LT,36998,27,3,No Accidents or Damage Reported,0,0,24.0,156.95,44.53,43.03,4867,Automatic,241.21,81.24,75.4,19,22,4, Turbo Gas,2.7,Black,Black,2320.0,truck
2018 Toyota Tacoma SR5,31998,45,5,No Accidents or Damage Reported,0,0,21.1,140.6,42.9,39.7,4425,Automatic,225.5,74.4,70.6,18,22,6, Gas,3.5,Black,Black,576.1,truck
2019 Ram 1500 Rebel,41998,42,4,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,5372,Automatic,232.9,82.1,77.6,15,21,8, Gas,5.7,Gray,Black,1038.0,truck
2019 Toyota Tacoma TRD Sport,33998,56,4,No Accidents or Damage Reported,0,0,21.1,127.4,42.9,39.7,4325,Automatic,212.3,75.2,70.6,18,22,6, Gas,3.5,Gray,Gray,576.1,truck
2018 Ram 1500 Laramie,29998,110,5,No Accidents or Damage Reported,0,1,26.0,140.0,41.0,41.0,5338,Automatic,229.0,79.4,78.1,19,27,6, Turbo Diesel,3.0,Black,Black,2100.0,truck
2019 Ram 1500 Laramie,39998,44,4,No Accidents or Damage Reported,0,0,26.0,153.5,40.9,40.9,5160,Automatic,241.8,82.1,77.5,15,21,8, Gas,5.7,Black,Black,1038.0,truck
2017 Ram 1500 Tradesman,19998,119,6,No Accidents or Damage Reported,0,0,26.0,140.0,41.0,41.0,4877,Automatic,229.0,79.4,77.2,17,25,6, Gas,3.6,Silver,Black,644.3,truck
2019 GMC Sierra 1500 SLT,43998,46,4,No Accidents or Damage Reported,0,2,24.0,156.98,44.53,43.03,4887,Automatic,241.25,81.24,75.4,15,21,8, Gas,5.3,Gray,Black,934.1,truck
2020 Chevrolet Silverado 1500 LT,34998,45,3,No Accidents or Damage Reported,0,0,24.0,156.95,44.53,43.03,4674,Automatic,241.21,81.24,75.35,20,23,4, Turbo Gas,2.7,Gray,Black,2320.0,truck
2019 Ford F150 XLT,32998,39,4,No Accidents or Damage Reported,0,0,26.0,145.0,43.9,40.8,4528,Automatic,231.9,79.9,75.6,19,25,6, Gas,3.3,Black,Gray,662.5,truck
2020 Ford F150 XLT,35998,44,3,No Accidents or Damage Reported,0,0,26.0,145.0,43.9,40.8,4770,Automatic,231.9,79.9,77.2,18,23,6, Gas,3.3,Gray,Gray,662.5,truck
2020 Toyota Tacoma SR,30998,36,3,No Accidents or Damage Reported,0,0,21.1,127.4,42.9,39.7,4095,Automatic,212.3,74.4,70.6,20,23,4, Gas,2.7,Silver,Gray,473.7,truck
2019 Ram 1500 Classic SLT,27998,52,4,No Accidents or Damage Reported,0,0,26.0,149.0,41.0,41.0,5269,Automatic,237.9,79.4,77.5,15,22,8, Gas,5.7,Black,Gray,1038.0,truck
2023 Toyota Tundra SR5,45998,17,0,No Accidents or Damage Reported,0,0,22.5,145.7,41.2,41.0,5095,Automatic,233.6,80.2,78.0,18,23,6, Turbo Gas,3.5,Gray,Gray,1995.8,truck
2020 Jeep Gladiator Rubicon,42998,28,3,No Accidents or Damage Reported,0,3,22.0,137.3,41.2,42.8,5050,Automatic,218.0,73.8,76.1,16,23,6, Gas,3.6,Black,Black,590.9,truck
2016 Ford F150 XLT,27998,37,7,No Accidents or Damage Reported,0,8,23.0,145.0,43.9,40.8,4392,Automatic,231.9,79.9,75.5,18,25,6, Gas,3.5,Burgundy,Gray,595.3,truck
2016 Toyota Tacoma TRD Off Road,30998,63,7,No Accidents or Damage Reported,0,8,21.1,140.6,42.9,39.7,4480,Automatic,225.5,75.2,70.6,18,23,6, Gas,3.5,White,Gray,576.1,truck
2015 Ram 1500 Laramie Longhorn,33998,80,8,No Accidents or Damage Reported,0,0,32.0,149.0,41.0,41.0,5684,Automatic,237.9,79.4,77.9,19,27,6, Turbo Diesel,3.0,Black,Brown,2100.0,truck
2018 Ram 1500 Bighorn,33998,44,5,No Accidents or Damage Reported,0,3,26.0,140.0,41.0,41.0,5219,Automatic,229.0,79.4,77.5,15,21,8, Gas,5.7,White,Gray,1038.0,truck
2020 Ram 1500 Bighorn,33998,38,3,No Accidents or Damage Reported,0,2,26.0,144.5,40.9,40.9,5082,Automatic,232.9,82.1,77.6,19,24,6, Gas,3.6,Red,Gray,560.4,truck
2020 Chevrolet Silverado 1500 Custom,34998,61,3,No Accidents or Damage Reported,0,0,24.0,156.95,44.53,43.03,4867,Automatic,241.21,81.24,75.4,15,20,6, Gas,4.3,Black,Black,782.1,truck
2020 Ram 1500 Laramie,47998,21,3,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,5196,Automatic,232.9,82.1,77.6,15,21,8, Gas,5.7,Gray,Black,1038.0,truck
2021 Jeep Gladiator Overland,34998,53,2,No Accidents or Damage Reported,0,0,22.0,137.3,41.2,42.8,4720,Automatic,218.0,73.8,75.0,16,23,6, Gas,3.6,White,Black,590.9,truck
2020 Ram 1500 Bighorn,33998,48,3,No Accidents or Damage Reported,0,2,26.0,153.5,40.9,40.9,4935,Automatic,241.8,82.1,77.4,20,25,6, Gas,3.6,Red,Black,560.4,truck
2017 Toyota Tundra SR5,31998,43,6,No Accidents or Damage Reported,0,9,26.4,145.7,42.5,39.7,5100,Automatic,228.9,79.9,76.0,15,19,8, Gas,4.6,Black,Black,961.8,truck
2018 Ford F150 Lariat,37998,60,5,No Accidents or Damage Reported,0,0,26.0,157.0,43.9,40.8,4912,Automatic,243.7,79.9,77.3,17,23,6, Turbo Gas,3.5,Silver,Black,1342.9,truck
2022 Hyundai Santa Cruz SEL,26998,21,1,No Accidents or Damage Reported,0,0,17.7,118.3,41.4,40.7,3725,Automatic,195.7,75.0,66.7,21,26,4, Gas,2.5,White,Black,452.5,truck
2019 Ford F150 XL,29998,35,4,No Accidents or Damage Reported,0,4,23.0,163.0,43.9,40.8,4644,Automatic,250.5,79.9,75.5,20,26,6, Turbo Gas,2.7,Blue,Black,1454.5,truck
2019 Ram 1500 Limited,43998,47,4,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,5232,Automatic,232.9,82.1,77.6,15,21,8, Gas,5.7,Gray,Black,1038.0,truck
2016 Ford F150 XLT,26998,109,7,No Accidents or Damage Reported,0,2,23.0,145.0,43.9,40.8,4709,Automatic,231.9,79.9,77.2,15,21,8, Gas,5.0,Green,Gray,1005.2,truck
2020 Ram 1500 Limited,48998,43,3,No Accidents or Damage Reported,0,0,26.0,153.5,40.9,40.9,5375,Automatic,241.8,82.1,77.5,15,21,8, Gas,5.7,Gray,Tan,1038.0,truck
2020 Ram 1500 Laramie,39998,36,3,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,5196,Automatic,232.9,82.1,77.6,15,21,8, Gas,5.7,Silver,Black,1038.0,truck
2022 Chevrolet Silverado 1500 LTD LTZ,53998,18,1,No Accidents or Damage Reported,0,0,24.0,147.43,44.53,43.03,4815,Automatic,231.7,81.24,75.51,15,20,8, Gas,5.3,Gray,Black,934.1,truck
2017 Ram 1500 Laramie,26998,114,6,No Accidents or Damage Reported,0,0,26.0,140.0,41.0,41.0,5334,Automatic,229.0,79.4,78.1,16,23,6, Turbo Diesel,3.0,White,Black,2100.0,truck
2022 Ford F150 XL,44998,9,1,No Accidents or Damage Reported,0,0,26.0,157.0,43.9,40.8,5014,Automatic,243.5,79.9,77.6,16,22,8, Gas,5.0,Gray,Black,964.7,truck
2019 Ram 1500 Laramie,39998,47,4,No Accidents or Damage Reported,0,0,26.0,153.5,40.9,40.9,5160,Automatic,241.8,82.1,77.5,15,21,8, Gas,5.7,Black,Black,1038.0,truck
2020 Ram 1500 Bighorn,36998,29,3,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,5082,Automatic,232.9,82.1,77.6,15,21,8, Gas,5.7,Blue,Gray,1038.0,truck
2019 Ram 1500 Limited,42998,68,4,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,5232,Automatic,232.9,82.1,77.6,15,21,8, Gas,5.7,Gray,Black,1038.0,truck
2018 Toyota Tacoma SR5,31998,56,5,No Accidents or Damage Reported,0,0,21.1,140.6,42.9,39.7,4425,Automatic,225.5,74.4,70.6,18,22,6, Gas,3.5,Orange,Gray,576.1,truck
2017 Ram 1500 Tradesman,21998,87,6,No Accidents or Damage Reported,0,0,26.0,140.0,41.0,41.0,4877,Automatic,229.0,79.4,77.2,17,25,8, Gas,5.7,Gray,Gray,1038.0,truck
2022 Ford F150 XL,34998,26,1,No Accidents or Damage Reported,0,7,23.0,145.0,43.9,40.8,4345,Automatic,231.7,79.9,75.5,20,26,6, Turbo Gas,2.7,White,Black,1333.3,truck
2019 Ford F150 Lariat,38998,44,4,No Accidents or Damage Reported,0,0,26.0,157.0,43.9,40.8,4628,Automatic,243.7,79.9,75.7,17,23,8, Gas,5.0,Black,Black,888.9,truck
2022 Ram 1500 Classic Tradesman,29998,13,1,No Accidents or Damage Reported,0,0,26.0,140.0,41.0,41.0,4929,Automatic,229.0,79.4,76.9,17,25,6, Gas,3.6,Burgundy,Gray,644.3,truck
2020 Jeep Gladiator Overland,40998,17,3,No Accidents or Damage Reported,0,0,22.0,137.3,41.2,42.8,4720,Automatic,218.0,73.8,75.0,16,23,6, Gas,3.6,Red,Black,590.9,truck
2018 Nissan Frontier SV,26998,36,5,No Accidents or Damage Reported,0,0,21.1,125.9,42.4,39.9,4453,Automatic,205.5,72.8,70.1,15,21,6, Gas,4.0,Red,Black,702.5,truck
2014 Ram 1500 Express,26998,42,9,No Accidents or Damage Reported,0,0,26.0,140.0,41.0,41.0,5063,Automatic,229.0,79.4,77.7,13,19,8, Gas,5.7,Gray,Gray,1038.0,truck
2019 Chevrolet Colorado LT,28998,49,4,No Accidents or Damage Reported,0,0,21.0,128.3,45.0,41.4,3926,Automatic,212.7,74.3,70.7,18,25,6, Gas,3.6,Black,Black,687.5,truck
2018 Ford F150 XL,28998,47,5,No Accidents or Damage Reported,0,0,23.0,145.0,43.9,40.8,4668,Automatic,231.9,79.9,77.2,16,22,8, Gas,5.0,Silver,Brown,888.9,truck
2019 Ram 1500 Bighorn,34998,47,4,No Accidents or Damage Reported,0,7,23.0,140.5,40.9,40.9,4989,Automatic,228.9,82.1,77.7,15,21,8, Gas,5.7,Red,Black,1038.0,truck
2019 Ram 1500 Bighorn,38998,36,4,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,5232,Automatic,232.9,82.1,77.6,15,21,8, Gas,5.7,Burgundy,Black,1038.0,truck
2020 Chevrolet Colorado Z71,33998,57,3,No Accidents or Damage Reported,0,0,21.0,128.3,45.0,41.4,3997,Automatic,212.7,74.3,70.6,17,24,6, Gas,3.6,Black,Gray,687.5,truck
2019 GMC Sierra 1500 Limited,36998,44,4,No Accidents or Damage Reported,0,0,26.0,143.5,45.27,42.8,5114,Automatic,229.5,80.0,73.9,15,21,8, Gas,5.3,White,Black,934.1,truck
