Name,Price,Mile,Ages,Accident_damages,Insurance,Service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,curb_weight,transmission,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque,type
2018 Nissan Altima SV,16998,116,5,No Accidents or Damage Reported,0,0,177.0,109.3,45.0,40.0,3233,Automatic,191.9,72.0,57.8,27,38,4, Gas,2.5,White,Tan,442.5,sedan
2022 Toyota Camry SE,26998,33,1,No Accidents or Damage Reported,0,0,184.0,111.2,42.1,38.3,3340,Automatic,192.7,72.4,56.9,28,39,4, Gas,2.5,Gray,Gray,368.0,sedan
2014 Ford Fiesta SE,12599,92,9,No Accidents or Damage Reported,0,0,125.0,98.0,42.2,39.1,2578,Manual 5 Speed,173.6,67.8,58.0,31,43,3, Turbo Gas,1.0,Silver,Black,500.0,sedan
2020 Acura ILX Technology,22998,67,3,No Accidents or Damage Reported,0,0,180.0,105.1,42.3,38.0,3124,Automatic,182.2,70.6,55.6,24,34,4, Gas,2.4,White,Brown,500.0,sedan
2016 Infiniti Q50 Premium,19998,82,7,No Accidents or Damage Reported,0,0,258.0,112.2,44.5,39.5,3787,Automatic,188.3,71.8,57.2,22,28,4, Turbo Gas,2.0,Brown,Tan,1720.0,sedan
2020 Nissan Versa SV,17998,57,3,No Accidents or Damage Reported,0,0,114.0,103.1,44.5,39.5,2657,Automatic,177.0,68.5,57.3,32,40,4, Gas,1.6,Gray,Black,285.0,sedan
2019 Ford Fusion SE,18998,70,4,No Accidents or Damage Reported,0,2,185.0,112.2,44.3,39.2,3470,Automatic,191.7,75.2,58.1,23,34,4, Turbo Gas,1.5,White,Black,428.2,sedan
2018 Dodge Charger SXT,23998,68,5,No Accidents or Damage Reported,0,2,260.0,120.2,41.8,38.6,3934,Automatic,198.4,75.0,58.2,19,30,6, Gas,3.6,Gray,Black,541.7,sedan
2012 Toyota Camry LE,15998,105,11,No Accidents or Damage Reported,0,6,170.0,109.3,41.6,38.8,3190,Automatic,189.2,71.7,57.9,25,35,4, Gas,2.5,Silver,Gray,414.6,sedan
2020 Honda Civic EX-L,24998,38,3,No Accidents or Damage Reported,0,0,162.0,106.3,42.3,37.5,2928,Automatic,182.7,70.9,55.7,32,42,4, Turbo Gas,1.5,Black,Black,952.9,sedan
2023 Nissan Kicks S,23998,17,0,No Accidents or Damage Reported,0,1,114.0,103.1,43.7,40.4,2682,Automatic,169.1,69.3,63.3,31,36,4, Gas,1.6,Gray,Black,285.0,sedan
2019 Honda Accord LX,25998,18,4,No Accidents or Damage Reported,0,0,192.0,111.4,42.3,39.5,3131,Automatic,192.2,73.3,57.1,30,38,4, Turbo Gas,1.5,Silver,Gray,1200.0,sedan
2019 Ford Fusion Hybrid SE,20998,38,4,No Accidents or Damage Reported,0,0,129.0,112.2,44.3,39.2,3695,Automatic,191.8,75.2,58.0,43,41,4, Hybrid,2.0,Silver,Black,322.5,sedan
2016 Ford Fusion SE,17998,53,7,No Accidents or Damage Reported,0,0,185.0,112.2,44.3,39.2,3431,Automatic,191.7,72.9,58.1,24,36,4, Turbo Gas,1.5,Burgundy,Black,428.2,sedan
2019 Kia Forte LXS,17998,60,4,No Accidents or Damage Reported,0,0,132.0,106.3,42.2,38.8,2762,Automatic,182.7,70.9,56.5,30,40,4, Gas,2.0,White,Black,293.3,sedan
2017 Mercedes-Benz S550,43998,57,6,No Accidents or Damage Reported,0,3,516.0,124.6,41.4,39.7,4773,Automatic,206.5,75.0,58.8,16,25,8, Turbo Gas,4.7,Gray,Black,2866.7,sedan
2016 Acura RLX,24998,39,7,No Accidents or Damage Reported,0,4,272.0,112.2,42.3,37.6,4003,Automatic,196.1,74.4,57.7,20,31,6, Gas,3.5,Burgundy,Tan,604.4,sedan
2013 Buick Regal Turbo,18998,46,10,No Accidents or Damage Reported,0,2,260.0,107.8,42.1,38.8,3671,Automatic,190.2,73.1,58.4,18,29,4, Turbo Gas,2.0,Black,Black,1300.0,sedan
2016 Kia Optima EX,17998,82,7,No Accidents or Damage Reported,0,1,178.0,110.4,45.5,39.8,3362,Automatic,191.1,73.2,57.7,24,35,4, Gas,2.4,Burgundy,Black,445.0,sedan
2018 Hyundai Elantra SE,16998,54,5,No Accidents or Damage Reported,0,0,132.0,106.3,42.2,38.8,2811,Automatic,179.9,70.9,56.5,29,38,4, Gas,2.0,Blue,Gray,293.3,sedan
2020 Toyota Corolla LE,21998,20,3,No Accidents or Damage Reported,0,0,126.0,106.3,42.0,38.3,2955,Automatic,182.3,70.1,56.5,30,38,4, Gas,1.8,Silver,Gray,323.1,sedan
2021 Toyota Camry SE,25998,62,2,No Accidents or Damage Reported,0,0,184.0,111.2,42.1,38.3,3340,Automatic,192.7,72.4,56.9,28,39,4, Gas,2.5,Black,Black,368.0,sedan
2022 Toyota Camry Hybrid XSE,37998,19,1,No Accidents or Damage Reported,0,0,163.0,111.2,42.1,38.3,3580,Automatic,192.7,72.4,56.9,44,47,4, Hybrid,2.5,White,Red,313.5,sedan
2022 Toyota Camry SE,26998,28,1,No Accidents or Damage Reported,0,0,184.0,111.2,42.1,38.3,3340,Automatic,192.7,72.4,56.9,28,39,4, Gas,2.5,White,Gray,368.0,sedan
2019 Nissan Sentra S,19998,27,4,No Accidents or Damage Reported,0,1,125.0,106.3,42.5,39.4,2909,Automatic,182.1,69.3,58.9,27,35,4, Gas,1.8,Black,Black,347.2,sedan
2023 Hyundai Elantra N,33998,17,0,No Accidents or Damage Reported,0,0,289.0,107.1,42.3,39.9,3296,Automatic,184.1,71.9,55.7,20,30,4, Turbo Gas,2.0,Blue,Black,1376.2,sedan
2019 Nissan Maxima Platinum,31998,33,4,No Accidents or Damage Reported,0,0,261.0,109.3,45.0,38.9,3676,Automatic,192.8,73.2,56.5,20,30,6, Gas,3.5,Blue,Brown,593.2,sedan
2022 Hyundai Sonata SE,21998,50,1,No Accidents or Damage Reported,0,0,181.0,111.8,46.1,40.0,3120,Automatic,192.9,73.2,56.9,28,38,4, Gas,2.5,Gray,Black,452.5,sedan
2019 Mercedes-Benz A220,28998,34,4,No Accidents or Damage Reported,0,11,221.0,107.4,41.8,40.3,3417,Automatic,179.1,70.7,56.9,24,35,4, Turbo Gas,2.0,White,Black,1381.2,sedan
2022 Kia Forte GT,25998,18,1,No Accidents or Damage Reported,0,1,195.0,106.3,42.2,38.8,3079,Automatic,182.7,70.9,56.5,27,35,4, Turbo Gas,1.6,Gray,Black,1300.0,sedan
2017 Kia Forte LX,13599,124,6,No Accidents or Damage Reported,0,17,132.0,106.3,42.2,39.1,2804,Automatic,179.5,70.1,56.3,29,38,4, Gas,2.0,White,Black,293.3,sedan
2019 Honda Accord Touring,29998,17,4,No Accidents or Damage Reported,0,0,273.0,111.4,42.3,37.5,3428,Automatic,192.2,73.3,57.1,22,32,4, Turbo Gas,2.0,Silver,Gray,1820.0,sedan
2019 Volkswagen Arteon SEL,26998,32,4,No Accidents or Damage Reported,0,0,258.0,111.9,41.2,37.7,3854,Automatic,191.4,73.7,56.5,20,27,4, Turbo Gas,2.0,White,Black,1323.1,sedan
2018 BMW 330 I,23998,46,5,Multiple Damage Events,0,2,258.0,110.6,42.0,40.3,3410,Automatic,182.5,71.3,56.3,24,34,4, Turbo Gas,2.0,Red,Gray,1779.3,sedan
2017 Hyundai Sonata Sport,18998,79,6,No Accidents or Damage Reported,0,0,178.0,110.4,45.5,40.4,3311,Automatic,191.1,73.4,58.1,25,35,4, Gas,2.4,Black,Black,445.0,sedan
2019 Acura TLX,28998,26,4,No Accidents or Damage Reported,0,0,267.0,109.3,42.6,37.2,3765,Automatic,191.5,73.0,57.0,20,29,6, Gas,3.5,Gray,Black,593.3,sedan
2023 Honda Accord Hybrid Sport-L,34998,11,0,No Accidents or Damage Reported,0,0,134.0,111.4,42.3,37.5,3488,Automatic,195.7,73.3,57.1,46,41,4, Hybrid,2.0,Gray,Black,297.8,sedan
2016 Buick LaCrosse 1SB,22998,16,7,No Accidents or Damage Reported,0,0,264.0,111.7,41.7,38.0,3895,Automatic,196.9,73.1,59.2,18,28,6, Gas,3.6,Gold,Tan,498.1,sedan
2019 Volkswagen Jetta S,19998,26,4,No Accidents or Damage Reported,0,0,184.0,105.7,41.1,38.5,2888,Manual 6 Speed,185.1,70.8,57.4,30,40,4, Turbo Gas,1.4,Silver,Black,1314.3,sedan
2019 Mercedes-Benz C300,24998,47,4,No Accidents or Damage Reported,0,0,273.0,111.8,41.7,37.1,3472,Automatic,184.5,71.3,56.8,23,34,4, Turbo Gas,2.0,White,Tan,1516.7,sedan
2018 Toyota Corolla LE,19998,36,5,No Accidents or Damage Reported,0,1,128.0,106.3,42.3,38.3,2870,Automatic,183.1,69.9,57.3,28,36,4, Gas,1.8,Gray,Black,290.9,sedan
2019 Hyundai Elantra SE,18998,43,4,No Accidents or Damage Reported,0,0,132.0,106.3,42.2,40.3,2844,Automatic,181.9,70.9,56.5,29,38,4, Gas,2.0,White,Black,293.3,sedan
2022 Kia Forte LXS,19998,16,1,No Accidents or Damage Reported,0,0,132.0,106.3,42.2,38.8,2908,Automatic,182.7,70.9,56.5,29,39,4, Gas,2.0,Black,Black,293.3,sedan
2014 Kia Optima LX,13998,123,9,No Accidents or Damage Reported,0,0,181.0,110.0,45.5,40.0,3237,Automatic,190.7,72.1,57.1,23,34,4, Gas,2.4,Silver,Gray,425.9,sedan
2018 Hyundai Elantra SE,17998,18,5,No Accidents or Damage Reported,0,0,132.0,106.3,42.2,38.8,2811,Automatic,179.9,70.9,56.5,29,38,4, Gas,2.0,Black,Gray,293.3,sedan
2015 Kia Forte LX,12998,76,8,No Accidents or Damage Reported,0,0,130.0,106.3,42.2,39.1,2804,Manual 6 Speed,179.5,70.1,56.3,25,37,4, Gas,1.8,Silver,Gray,276.6,sedan
2013 Hyundai Sonata Limited,14599,118,10,No Accidents or Damage Reported,0,2,179.0,110.0,45.5,38.1,3316,Automatic,189.8,72.2,57.9,24,35,4, Gas,2.4,Blue,Tan,421.2,sedan
2013 Mazda Mazda3 I SV,12998,113,10,No Accidents or Damage Reported,0,0,135.0,103.9,42.0,38.9,2929,Automatic,180.9,69.1,57.9,24,33,4, Gas,2.0,Silver,Black,300.0,sedan
2015 BMW 328 XI,18998,83,8,No Accidents or Damage Reported,0,14,255.0,110.6,42.0,40.3,3595,Automatic,182.5,71.3,56.5,22,33,4, Turbo Gas,2.0,Gray,Black,2040.0,sedan
2017 Hyundai Elantra SE,14998,89,6,No Accidents or Damage Reported,0,10,132.0,106.3,42.2,38.8,2812,Automatic,179.9,70.9,56.5,29,38,4, Gas,2.0,Silver,Gray,293.3,sedan
2020 Kia Forte LXS,14599,101,3,No Accidents or Damage Reported,0,0,132.0,106.3,42.2,38.8,2762,Automatic,182.7,70.9,56.5,29,40,4, Gas,2.0,Gray,Black,293.3,sedan
2015 Audi A3 Premium,16998,100,8,No Accidents or Damage Reported,0,1,200.0,103.8,41.2,39.6,3175,Automatic,175.0,70.7,55.8,23,33,4, Turbo Gas,1.8,White,Brown,1250.0,sedan
2018 Genesis G80,29998,17,5,No Accidents or Damage Reported,0,0,293.0,118.5,45.7,41.1,4350,Automatic,196.5,74.4,58.3,18,25,6, Gas,3.8,Silver,Black,586.0,sedan
2016 Ford Focus SE,14998,75,7,No Accidents or Damage Reported,0,0,146.0,104.3,41.9,38.3,2960,Automatic,178.5,71.8,57.7,26,36,4, Gas,2.0,White,Tan,328.1,sedan
2016 Kia Optima LX,14599,109,7,No Accidents or Damage Reported,0,0,178.0,110.4,45.5,39.8,3219,Automatic,191.1,73.2,57.7,24,35,4, Gas,2.4,Burgundy,Gray,445.0,sedan
2019 BMW 540 I xDrive,35998,24,4,No Accidents or Damage Reported,0,6,332.0,117.1,41.4,38.8,4019,Automatic,194.6,73.5,58.2,21,29,6, Turbo Gas,3.0,Gray,Black,2405.8,sedan
2022 Volkswagen Passat SE,24998,33,1,No Accidents or Damage Reported,0,0,206.0,110.4,42.4,38.3,3314,Automatic,193.6,72.2,58.0,24,36,4, Turbo Gas,2.0,Black,Black,1211.8,sedan
2023 Genesis G70 2.0T,38998,6,0,No Accidents or Damage Reported,0,0,260.0,111.6,42.6,39.8,3688,Automatic,184.4,72.8,55.1,21,31,4, Turbo Gas,2.0,White,Cream,1857.1,sedan
2014 Hyundai Sonata SE,14998,101,9,No Accidents or Damage Reported,0,1,181.0,110.0,45.5,40.0,3245,Automatic,189.8,72.2,57.9,24,35,4, Gas,2.4,White,Black,425.9,sedan
2019 Toyota Corolla LE,19998,61,4,No Accidents or Damage Reported,0,0,128.0,106.3,42.3,38.3,2870,Automatic,183.1,69.9,57.3,28,36,4, Gas,1.8,White,Black,290.9,sedan
2012 Chevrolet Malibu LTZ,15998,53,11,No Accidents or Damage Reported,0,0,160.0,112.3,42.2,39.4,3473,Automatic,191.8,70.3,57.1,22,33,4, Gas,2.4,Red,Brown,355.6,sedan
2020 Hyundai Elantra SE,18998,47,3,No Accidents or Damage Reported,0,0,132.0,106.3,42.2,40.3,2844,Automatic,181.9,70.9,56.5,30,40,4, Gas,2.0,White,Black,293.3,sedan
2012 Mazda Mazda3 I Touring,15998,56,11,No Accidents or Damage Reported,0,5,148.0,103.9,42.0,38.9,2950,Automatic,180.9,69.1,57.9,24,33,4, Gas,2.0,Black,Black,361.0,sedan
2020 Kia Forte LXS,18998,44,3,No Accidents or Damage Reported,0,0,132.0,106.3,42.2,38.8,2762,Automatic,182.7,70.9,56.5,29,40,4, Gas,2.0,Blue,Black,293.3,sedan
2021 Toyota Camry LE,21998,66,2,No Accidents or Damage Reported,0,0,184.0,111.2,42.1,38.3,3296,Automatic,192.1,72.4,56.9,28,39,4, Gas,2.5,Silver,Black,368.0,sedan
2020 Nissan Sentra SV,19998,30,3,No Accidents or Damage Reported,0,0,146.0,106.8,44.0,38.9,3045,Automatic,182.7,71.5,56.9,29,39,4, Gas,2.0,White,Black,331.8,sedan
2020 Lexus IS 300 F-Sport,34998,26,3,No Accidents or Damage Reported,0,0,258.0,110.2,44.8,38.2,3583,Automatic,184.3,71.3,56.3,21,30,4, Turbo Gas,2.0,White,Red,1563.6,sedan
2019 Hyundai Elantra SE,17998,40,4,No Accidents or Damage Reported,0,0,132.0,106.3,42.2,40.3,2844,Automatic,181.9,70.9,56.5,29,38,4, Gas,2.0,Gray,Gray,293.3,sedan
2018 Toyota Camry SE,24998,49,5,No Accidents or Damage Reported,0,0,184.0,111.2,42.1,38.3,3340,Automatic,192.7,72.4,56.9,28,39,4, Gas,2.5,Green,Gray,368.0,sedan
2021 Honda Civic LX,22998,43,2,No Accidents or Damage Reported,0,0,138.0,106.3,42.3,39.3,2771,Automatic,182.7,70.9,55.7,30,38,4, Gas,2.0,Blue,Black,328.6,sedan
2014 Hyundai Azera Limited,16998,79,9,No Accidents or Damage Reported,0,0,255.0,112.0,45.5,40.3,3605,Automatic,193.3,73.2,57.9,19,29,6, Gas,3.3,Silver,Tan,490.4,sedan
2021 Genesis G70 3.3T,34998,30,2,No Accidents or Damage Reported,0,0,376.0,111.6,42.6,38.5,3887,Automatic,184.4,72.8,55.1,17,25,6, Turbo Gas,3.3,Blue,Black,2892.3,sedan
2019 Infiniti Q50 Signature Edition,27998,50,4,No Accidents or Damage Reported,0,1,295.0,112.2,44.5,39.5,3778,Automatic,189.6,71.8,56.8,20,29,6, Turbo Gas,3.0,Blue,Black,1966.7,sedan
2015 Ford Focus SE,15998,36,8,No Accidents or Damage Reported,0,8,146.0,104.3,41.9,38.3,2960,Automatic,178.5,71.8,57.7,26,36,4, Gas,2.0,Blue,Gray,328.1,sedan
2019 Kia Optima SX,20998,85,4,No Accidents or Damage Reported,0,0,260.0,110.4,45.5,39.8,3558,Automatic,191.1,73.2,57.7,21,30,4, Turbo Gas,2.0,Black,Black,1925.9,sedan
2019 Lincoln MKZ Standard,21998,57,4,No Accidents or Damage Reported,0,0,275.0,112.2,44.3,37.9,3739,Automatic,194.1,73.4,58.2,20,31,4, Turbo Gas,2.0,Silver,Black,916.7,sedan
2018 Nissan Maxima S,22998,44,5,No Accidents or Damage Reported,0,0,261.0,109.3,45.0,39.4,3478,Automatic,192.8,73.2,56.5,21,30,6, Gas,3.5,Black,Black,593.2,sedan
2017 Mercedes-Benz C300,25998,50,6,No Accidents or Damage Reported,0,1,273.0,111.8,41.7,37.1,3594,Automatic,184.5,71.3,56.8,24,31,4, Turbo Gas,2.0,White,Black,2100.0,sedan
2019 Mercedes-Benz A220,27998,55,4,No Accidents or Damage Reported,0,0,221.0,107.4,41.8,40.3,3417,Automatic,179.1,70.7,56.9,24,35,4, Turbo Gas,2.0,White,Black,1381.2,sedan
2020 BMW 330 I xDrive,32998,24,3,No Accidents or Damage Reported,0,0,295.0,112.2,42.0,38.7,3764,Automatic,185.7,71.9,57.0,25,34,4, Turbo Gas,2.0,Black,Tan,1903.2,sedan
2021 BMW 330 I xDrive,38998,6,2,No Accidents or Damage Reported,0,0,295.0,112.2,42.0,38.7,3764,Automatic,185.7,71.9,57.0,25,34,4, Turbo Gas,2.0,White,Black,1903.2,sedan
2019 Kia Forte LXS,17998,48,4,No Accidents or Damage Reported,0,0,132.0,106.3,42.2,38.8,2762,Automatic,182.7,70.9,56.5,30,40,4, Gas,2.0,Red,Black,293.3,sedan
2023 Kia Forte GT,26998,16,0,No Accidents or Damage Reported,0,0,195.0,106.3,42.2,38.8,3079,Automatic,182.7,70.9,56.5,27,35,4, Turbo Gas,1.6,Gray,Black,1300.0,sedan
2020 Nissan Altima SR,21998,44,3,No Accidents or Damage Reported,0,0,178.0,111.2,43.8,39.2,3414,Automatic,192.9,72.9,57.4,25,35,4, Gas,2.5,Red,Black,494.4,sedan
2017 Lexus ES 350,27998,44,6,No Accidents or Damage Reported,0,5,248.0,111.0,41.9,37.5,3571,Automatic,193.3,71.7,57.1,21,30,6, Gas,3.5,Black,Gray,527.7,sedan
2017 Mercedes-Benz C300,24998,49,6,No Accidents or Damage Reported,0,0,273.0,111.8,41.7,37.1,3417,Automatic,184.5,71.3,56.8,24,34,4, Turbo Gas,2.0,Blue,Gray,2100.0,sedan
2014 Mercedes-Benz C300 Sport,19998,61,9,No Accidents or Damage Reported,0,0,251.0,108.7,41.7,37.1,3726,Automatic,180.8,69.7,56.3,20,27,6, Gas,3.5,Black,Black,717.1,sedan
2018 Nissan Kicks SV,17998,84,5,No Accidents or Damage Reported,0,1,115.0,103.1,43.7,40.7,2654,Automatic,169.1,69.3,62.4,31,36,4, Gas,1.6,White,Black,287.5,sedan
2017 Ford Fusion Titanium,20998,53,6,No Accidents or Damage Reported,0,0,270.0,112.2,44.3,39.2,3526,Automatic,191.7,72.9,58.1,21,31,4, Turbo Gas,2.0,Gray,Black,900.0,sedan
2017 Lincoln MKZ Reserve,21998,52,6,No Accidents or Damage Reported,0,0,270.0,112.2,44.3,37.9,3739,Automatic,194.1,73.4,58.2,21,31,4, Turbo Gas,2.0,White,Tan,900.0,sedan
2020 Mercedes-Benz E450,43998,40,3,No Accidents or Damage Reported,0,1,369.0,115.7,41.3,37.9,4134,Automatic,193.8,72.9,57.8,20,28,6, Turbo Gas,3.0,White,Tan,2306.2,sedan
2019 Toyota Corolla LE,18998,77,4,No Accidents or Damage Reported,0,0,128.0,106.3,42.3,38.3,2870,Automatic,183.1,69.9,57.3,28,36,4, Gas,1.8,White,Black,290.9,sedan
2020 Acura ILX Premium A-Spec,25998,42,3,No Accidents or Damage Reported,0,0,180.0,105.1,42.3,38.0,3144,Automatic,182.2,70.6,55.6,24,34,4, Gas,2.4,Gray,Black,500.0,sedan
2020 Genesis G70,33998,26,3,No Accidents or Damage Reported,0,0,376.0,111.6,42.6,38.5,3774,Automatic,184.4,72.8,55.1,17,26,6, Turbo Gas,3.3,Red,Black,2892.3,sedan
2018 Honda Accord Sport,26998,69,5,No Accidents or Damage Reported,0,9,273.0,111.4,42.3,37.5,3377,Automatic,192.2,73.3,57.1,22,32,4, Turbo Gas,2.0,Black,Black,1820.0,sedan
2020 Hyundai Accent SE,18998,34,3,No Accidents or Damage Reported,0,0,113.0,101.6,42.1,38.9,2679,Automatic,172.6,68.1,57.1,33,41,4, Gas,1.6,Blue,Black,251.1,sedan
2022 Honda Accord EX-L,31998,4,1,No Accidents or Damage Reported,0,0,192.0,111.4,42.3,37.5,3221,Automatic,196.1,73.3,57.1,30,38,4, Turbo Gas,1.5,White,Black,1200.0,sedan
2020 Hyundai Sonata SEL,23998,33,3,No Accidents or Damage Reported,0,0,181.0,110.4,46.1,40.0,3192,Automatic,192.9,73.2,56.9,27,37,4, Gas,2.5,Gray,Gray,452.5,sedan
2020 Kia Rio LX,18998,19,3,No Accidents or Damage Reported,0,0,112.0,101.6,42.1,38.9,2767,Automatic,172.6,67.9,57.1,33,41,4, Gas,1.6,Black,Black,248.9,sedan
2019 Nissan Sentra SR,19998,29,4,No Accidents or Damage Reported,0,0,125.0,106.3,42.5,39.4,2904,Automatic,182.5,69.3,58.9,29,37,4, Gas,1.8,Gray,Black,347.2,sedan
2015 Nissan Sentra SV,15998,81,8,No Accidents or Damage Reported,0,0,128.0,106.3,42.5,39.4,2873,Automatic,182.1,69.3,58.9,29,39,4, Gas,1.8,Gray,Black,355.6,sedan
2015 Chevrolet Sonic LTZ,12998,110,8,No Accidents or Damage Reported,0,0,125.0,99.4,41.8,38.7,2806,Automatic,173.1,68.3,59.7,27,37,4, Turbo Gas,1.4,Pearl,Black,328.9,sedan
2015 Nissan Sentra SV,13599,119,8,No Accidents or Damage Reported,0,0,128.0,106.3,42.5,39.4,2873,Automatic,182.1,69.3,58.9,29,39,4, Gas,1.8,Black,Black,355.6,sedan
2022 Hyundai Elantra SEL,22998,24,1,No Accidents or Damage Reported,0,0,132.0,107.1,42.3,40.6,2868,Automatic,184.1,71.9,55.7,31,41,4, Gas,2.0,Black,Gray,293.3,sedan
2021 Lexus IS 350 F-Sport,41998,20,2,No Accidents or Damage Reported,0,0,280.0,110.2,44.8,38.2,3748,Automatic,185.4,72.4,56.5,20,28,6, Gas,3.5,Silver,Black,583.3,sedan
2022 Kia Forte GT-Line,22998,34,1,No Accidents or Damage Reported,0,0,132.0,106.3,42.2,38.8,2908,Automatic,182.7,70.9,56.5,29,39,4, Gas,2.0,Blue,Black,293.3,sedan
2019 Mitsubishi Mirage G4 ES,13599,99,4,No Accidents or Damage Reported,0,0,74.0,100.4,41.7,38.9,2172,Automatic,169.5,65.7,59.2,35,41,3, Gas,1.2,Blue,Black,185.0,sedan
2019 Hyundai Elantra SE,17998,54,4,No Accidents or Damage Reported,0,0,132.0,106.3,42.2,40.3,2844,Automatic,181.9,70.9,56.5,29,38,4, Gas,2.0,Silver,Black,293.3,sedan
2022 Honda Accord Hybrid Sport,27998,53,1,No Accidents or Damage Reported,0,0,129.0,111.4,42.3,37.5,3375,Automatic,196.1,73.3,57.1,44,41,4, Hybrid,2.0,Silver,Black,368.6,sedan
