ages,accident_damages,Insurance,service_repairs,Name,Price,Mileage,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque
8 year(s),No Accidents or Damage Reported,Null,,2015 Nissan Frontier SV,"$21,998*",62K miles,21.1 gal,"125.9""","42.4""","39.7""",Null,"4,140 lbs","6,500/6,500 lbs",Rear Wheel Drive,Automatic,281,4000,"205.5"" L "," 72.8"" W "," 69.7"" H",16 city,22 hwy,6-cyl, Gas, 4.0L,Gray,Black,702.5000000000001
3 year(s),No Accidents or Damage Reported,Null,,2020 Chevrolet Silverado 1500 Custom,"$35,998*",16K miles,24 gal,"156.95""","44.53""","43.03""",Null,"4,674 lbs","9,600/9,600 lbs",Rear Wheel Drive,Automatic,305,3900,"241.21"" L "," 81.24"" W "," 75.35"" H",16 city,21 hwy,6-cyl, Gas, 4.3L,Black,Black,782.0512820512821
8 year(s),,Null,,2015 Ram 1500 Sport,"$26,998*",121K miles,26 gal,"140""","41""","41""",Null,"5,484 lbs","7,940/7,940 lbs",Four Wheel Drive,Automatic,410,3950,"229"" L "," 79.4"" W "," 78.1"" H",15 city,21 hwy,8-cyl, Gas, 5.7L,Gray,Black,1037.9746835443038
3 year(s),No Accidents or Damage Reported,Null,,2020 Chevrolet Silverado 1500 LT,"$36,998*",27K miles,24 gal,"156.95""","44.53""","43.03""",Null,"4,867 lbs","11,300/11,300 lbs",Four Wheel Drive,Automatic,348,1500,"241.21"" L "," 81.24"" W "," 75.4"" H",19 city,22 hwy,4-cyl, Turbo Gas, 2.7L,Black,Black,2320.0
3 year(s),No Accidents or Damage Reported,Null,,2020 Chevrolet Silverado 2500 Work Truck,"$47,998*",10K miles,36 gal,"158.94""","44.53""","43.03""",Null,"6,633 lbs","18,500/18,500 lbs",Four Wheel Drive,Automatic,464,4000,"249.95"" L "," 81.85"" W "," 79.82"" H",Null,Null,8-cyl, Gas, 6.6L,Silver,Black,1160.0
5 year(s),,Null,,2018 Toyota Tacoma SR5,"$31,998*",45K miles,21.1 gal,"140.6""","42.9""","39.7""",Null,"4,425 lbs","6,400/6,400 lbs",Four Wheel Drive,Automatic,265,4600,"225.5"" L "," 74.4"" W "," 70.6"" H",18 city,22 hwy,6-cyl, Gas, 3.5L,Black,Black,576.0869565217391
4 year(s),,Null,,2019 Ram 1500 Rebel,"$41,998*",42K miles,26 gal,"144.5""","40.9""","40.9""",Null,"5,372 lbs","7,160/7,160 lbs",Four Wheel Drive,Automatic,410,3950,"232.9"" L "," 82.1"" W "," 77.6"" H",15 city,21 hwy,8-cyl, Gas, 5.7L,Gray,Black,1037.9746835443038
4 year(s),,Null,,2019 Toyota Tacoma TRD Sport,"$33,998*",56K miles,21.1 gal,"127.4""","42.9""","39.7""",Null,"4,325 lbs","6,500/6,500 lbs",Four Wheel Drive,Automatic,265,4600,"212.3"" L "," 75.2"" W "," 70.6"" H",18 city,22 hwy,6-cyl, Gas, 3.5L,Gray,Gray,576.0869565217391
5 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2018 Ram 1500 Laramie,"$29,998*",110K miles,26 gal,"140""","41""","41""",Null,"5,338 lbs","4,200/4,200 lbs",Four Wheel Drive,Automatic,420,2000,"229"" L "," 79.4"" W "," 78.1"" H",19 city,27 hwy,6-cyl, Turbo Diesel, 3.0L,Black,Black,2100.0
4 year(s),No Accidents or Damage Reported,Null,,2019 Ram 1500 Laramie,"$39,998*",44K miles,26 gal,"153.5""","40.9""","40.9""",Null,"5,160 lbs","6,320/6,320 lbs",Four Wheel Drive,Automatic,410,3950,"241.8"" L "," 82.1"" W "," 77.5"" H",15 city,21 hwy,8-cyl, Gas, 5.7L,Black,Black,1037.9746835443038
6 year(s),No Accidents or Damage Reported,Null,,2017 Ram 1500 Tradesman,"$19,998*",119K miles,26 gal,"140""","41""","41""",Null,"4,877 lbs","4,650/4,650 lbs",Rear Wheel Drive,Automatic,269,4175,"229"" L "," 79.4"" W "," 77.2"" H",17 city,25 hwy,6-cyl, Gas, 3.6L,Silver,Black,644.311377245509
1 year(s),No Accidents or Damage Reported,Null,,2022 Ram 2500 Tradesman,"$45,998*",8K miles,31 gal,"149""","40.9""","40.9""",Null,"6,642 lbs","14,380/14,380 lbs",Four Wheel Drive,Automatic,429,4000,"238.8"" L "," 79.5"" W "," 80.2"" H",Null,Null,8-cyl, Gas, 6.4L,Black,Gray,1072.5
4 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,2019 GMC Sierra 1500 SLT,"$43,998*",46K miles,24 gal,"156.98""","44.53""","43.03""",Null,"4,887 lbs","12,000/12,000 lbs",Four Wheel Drive,Automatic,383,4100,"241.25"" L "," 81.24"" W "," 75.4"" H",15 city,21 hwy,8-cyl, Gas, 5.3L,Gray,Black,934.1463414634146
3 year(s),No Accidents or Damage Reported,Null,,2020 GMC Sierra 1500 SLE,"$39,998*",31K miles,24 gal,"156.98""","44.53""","43.03""",Null,"4,887 lbs","11,000/11,000 lbs",Four Wheel Drive,Automatic,383,4100,"241.25"" L "," 81.24"" W "," 75.4"" H",16 city,,8-cyl, Gas, 5.3L,Gray,Gray,934.1463414634146
3 year(s),No Accidents or Damage Reported,Null,,2020 Chevrolet Silverado 1500 LT,"$34,998*",45K miles,24 gal,"156.95""","44.53""","43.03""",Null,"4,674 lbs","11,400/11,400 lbs",Rear Wheel Drive,Automatic,348,1500,"241.21"" L "," 81.24"" W "," 75.35"" H",20 city,23 hwy,4-cyl, Turbo Gas, 2.7L,Gray,Black,2320.0
Current Year,No Accidents or Damage Reported,Null,,2023 Ford Maverick XLT,"$35,998*",1K miles,13.8 gal,"121.1""","42.8""","40.3""",Null,"3,636 lbs","2,000/2,000 lbs",Front Wheel Drive,Automatic,155,4000,"199.7"" L "," 72.6"" W "," 68.7"" H",Null,Null,4-cyl, Hybrid, 2.5L,Gray,Gray,387.5
Current Year,No Accidents or Damage Reported,Null,,2023 Chevrolet Silverado 1500 Custom,"$41,998*",12K miles,24 gal,"156.95""","44.53""","43.03""",Null,"4,883 lbs","8,900/8,900 lbs",Four Wheel Drive,Automatic,430,3000,"241.41"" L "," 81.24"" W "," 75.4"" H",Null,Null,4-cyl, Turbo Gas, 2.7L,Black,Black,1433.3333333333335
4 year(s),No Accidents or Damage Reported,Null,,2019 Ford F150 XLT,"$32,998*",39K miles,26 gal,"145""","43.9""","40.8""",Null,"4,528 lbs","5,000/5,000 lbs",Rear Wheel Drive,Automatic,265,4000,"231.9"" L "," 79.9"" W "," 75.6"" H",19 city,25 hwy,6-cyl, Gas, 3.3L,Black,Gray,662.5
3 year(s),No Accidents or Damage Reported,Null,,2020 Ford F150 XLT,"$35,998*",44K miles,26 gal,"145""","43.9""","40.8""",Null,"4,770 lbs","5,000/5,000 lbs",Four Wheel Drive,Automatic,265,4000,"231.9"" L "," 79.9"" W "," 77.2"" H",18 city,23 hwy,6-cyl, Gas, 3.3L,Gray,Gray,662.5
3 year(s),,Null,,2020 Toyota Tacoma SR,"$30,998*",36K miles,21.1 gal,"127.4""","42.9""","39.7""",Null,"4,095 lbs","3,500/3,500 lbs",Rear Wheel Drive,Automatic,180,3800,"212.3"" L "," 74.4"" W "," 70.6"" H",20 city,23 hwy,4-cyl, Gas, 2.7L,Silver,Gray,473.6842105263158
4 year(s),No Accidents or Damage Reported,Null,,2019 Ram 1500 Classic SLT,"$27,998*",52K miles,26 gal,"149""","41""","41""",Null,"5,269 lbs","8,010/8,010 lbs",Rear Wheel Drive,Automatic,410,3950,"237.9"" L "," 79.4"" W "," 77.5"" H",15 city,22 hwy,8-cyl, Gas, 5.7L,Black,Gray,1037.9746835443038
Current Year,No Accidents or Damage Reported,Null,,2023 Toyota Tundra SR5,"$45,998*",17K miles,22.5 gal,"145.7""","41.2""","41""",Null,"5,095 lbs","11,370/11,370 lbs",Rear Wheel Drive,Automatic,479,2400,"233.6"" L "," 80.2"" W "," 78"" H",18 city,23 hwy,6-cyl, Turbo Gas, 3.5L,Gray,Gray,1995.8333333333333
3 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,2020 Jeep Gladiator Rubicon,"$42,998*",28K miles,22 gal,"137.3""","41.2""","42.8""",Null,"5,050 lbs","4,500/4,500 lbs",Null,Automatic,260,4400,"218"" L "," 73.8"" W "," 76.1"" H",16 city,23 hwy,6-cyl, Gas, 3.6L,Black,Black,590.9090909090909
7 year(s),,Null,8 Service Record(s) Reported,2016 Ford F150 XLT,"$27,998*",37K miles,23 gal,"145""","43.9""","40.8""",Null,"4,392 lbs","5,000/5,000 lbs",Rear Wheel Drive,Automatic,253,4250,"231.9"" L "," 79.9"" W "," 75.5"" H",18 city,25 hwy,6-cyl, Gas, 3.5L,Burgundy,Gray,595.2941176470588
7 year(s),No Accidents or Damage Reported,Null,8 Service Record(s) Reported,2016 Toyota Tacoma TRD Off Road,"$30,998*",63K miles,21.1 gal,"140.6""","42.9""","39.7""",Null,"4,480 lbs","3,500/3,500 lbs",Four Wheel Drive,Automatic,265,4600,"225.5"" L "," 75.2"" W "," 70.6"" H",18 city,23 hwy,6-cyl, Gas, 3.5L,White,Gray,576.0869565217391
8 year(s),,Null,,2015 Ram 1500 Laramie Longhorn,"$33,998*",80K miles,32 gal,"149""","41""","41""",Null,"5,684 lbs","7,750/7,750 lbs",Four Wheel Drive,Automatic,420,2000,"237.9"" L "," 79.4"" W "," 77.9"" H",19 city,27 hwy,6-cyl, Turbo Diesel, 3.0L,Black,Brown,2100.0
Current Year,No Accidents or Damage Reported,Null,,2023 Jeep Gladiator Sport S,"$39,998*",18K miles,22 gal,"137.3""","41.2""","42.8""",Null,"4,650 lbs","4,000/4,000 lbs",Null,Automatic,260,4400,"218"" L "," 73.8"" W "," 75"" H",Null,Null,6-cyl, Gas, 3.6L,Black,Black,590.9090909090909
5 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,2018 Ram 1500 Bighorn,"$33,998*",44K miles,26 gal,"140""","41""","41""",Null,"5,219 lbs","4,250/4,250 lbs",Four Wheel Drive,Automatic,410,3950,"229"" L "," 79.4"" W "," 77.5"" H",15 city,21 hwy,8-cyl, Gas, 5.7L,White,Gray,1037.9746835443038
3 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,2020 Ram 1500 Bighorn,"$33,998*",38K miles,26 gal,"144.5""","40.9""","40.9""",Null,"5,082 lbs","6,280/6,280 lbs",Four Wheel Drive,Automatic,269,4800,"232.9"" L "," 82.1"" W "," 77.6"" H",19 city,24 hwy,6-cyl, Gas, 3.6L,Red,Gray,560.4166666666666
3 year(s),No Accidents or Damage Reported,Null,,2020 Chevrolet Silverado 1500 Custom,"$34,998*",61K miles,24 gal,"156.95""","44.53""","43.03""",Null,"4,867 lbs","9,500/9,500 lbs",Four Wheel Drive,Automatic,305,3900,"241.21"" L "," 81.24"" W "," 75.4"" H",15 city,20 hwy,6-cyl, Gas, 4.3L,Black,Black,782.0512820512821
3 year(s),No Accidents or Damage Reported,Null,,2020 Ram 1500 Laramie,"$47,998*",21K miles,26 gal,"144.5""","40.9""","40.9""",Null,"5,196 lbs","6,280/6,280 lbs",Four Wheel Drive,Automatic,410,3950,"232.9"" L "," 82.1"" W "," 77.6"" H",15 city,21 hwy,8-cyl, Gas, 5.7L,Gray,Black,1037.9746835443038
2 year(s),No Accidents or Damage Reported,Null,,2021 Jeep Gladiator Overland,"$34,998*",53K miles,22 gal,"137.3""","41.2""","42.8""",Null,"4,720 lbs","4,000/4,000 lbs",Null,Automatic,260,4400,"218"" L "," 73.8"" W "," 75"" H",16 city,23 hwy,6-cyl, Gas, 3.6L,White,Black,590.9090909090909
3 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,2020 Ram 1500 Bighorn,"$33,998*",48K miles,26 gal,"153.5""","40.9""","40.9""",Null,"4,935 lbs","6,590/6,590 lbs",Rear Wheel Drive,Automatic,269,4800,"241.8"" L "," 82.1"" W "," 77.4"" H",20 city,25 hwy,6-cyl, Gas, 3.6L,Red,Black,560.4166666666666
6 year(s),,Null,,2017 Chevrolet Silverado 1500 LT,"$26,998*",101K miles,26 gal,"143.5""","45.27""","42.80""",Null,Null,"11,100/11,100 lbs",Rear Wheel Drive,Automatic,383,4100,Null,,,16 city,23 hwy,8-cyl, Gas, 5.3L,Green,Gray,934.1463414634146
6 year(s),No Accidents or Damage Reported,Null,9 Service Record(s) Reported,2017 Toyota Tundra SR5,"$31,998*",43K miles,26.4 gal,"145.7""","42.5""","39.7""",Null,"5,100 lbs","6,800/6,800 lbs",Rear Wheel Drive,Automatic,327,3400,"228.9"" L "," 79.9"" W "," 76"" H",15 city,19 hwy,8-cyl, Gas, 4.6L,Black,Black,961.7647058823529
5 year(s),,Null,,2018 Ford F150 Lariat,"$37,998*",60K miles,26 gal,"157""","43.9""","40.8""",Null,"4,912 lbs","7,000/7,000 lbs",Four Wheel Drive,Automatic,470,3500,"243.7"" L "," 79.9"" W "," 77.3"" H",17 city,23 hwy,6-cyl, Turbo Gas, 3.5L,Silver,Black,1342.857142857143
1 year(s),No Accidents or Damage Reported,Null,,2022 Hyundai Santa Cruz SEL,"$26,998*",21K miles,17.7 gal,"118.3""","41.4""","40.7""",Null,"3,725 lbs","3,500/3,500 lbs",Front Wheel Drive,Automatic,181,4000,"195.7"" L "," 75"" W "," 66.7"" H",21 city,26 hwy,4-cyl, Gas, 2.5L,White,Black,452.5
4 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,2019 Ford F150 XL,"$29,998*",35K miles,23 gal,"163""","43.9""","40.8""",Null,"4,644 lbs","5,000/5,000 lbs",Rear Wheel Drive,Automatic,400,2750,"250.5"" L "," 79.9"" W "," 75.5"" H",20 city,26 hwy,6-cyl, Turbo Gas, 2.7L,Blue,Black,1454.5454545454545
